dataset,date,day_of_week,weekday_weekend,holiday_status,activity_count,notes
synthetic_raw,2025-08-29,Friday,weekday,UNKNOWN,58,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-08-30,Saturday,weekend,UNKNOWN,52,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-08-31,Sunday,weekend,UNKNOWN,47,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-01,Monday,weekday,UNKNOWN,26,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-02,Tuesday,weekday,UNKNOWN,32,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-03,Wednesday,weekday,UNKNOWN,52,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-04,Thursday,weekday,UNKNOWN,38,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-05,Friday,weekday,UNKNOWN,50,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-06,Saturday,weekend,UNKNOWN,36,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-07,Sunday,weekend,UNKNOWN,53,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-08,Monday,weekday,UNKNOWN,56,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-09,Tuesday,weekday,UNKNOWN,52,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-10,Wednesday,weekday,UNKNOWN,32,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-11,Thursday,weekday,UNKNOWN,69,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-12,Friday,weekday,UNKNOWN,44,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-13,Saturday,weekend,UNKNOWN,28,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-14,Sunday,weekend,UNKNOWN,22,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-15,Monday,weekday,UNKNOWN,30,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-16,Tuesday,weekday,UNKNOWN,41,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-17,Wednesday,weekday,UNKNOWN,26,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-18,Thursday,weekday,UNKNOWN,28,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-19,Friday,weekday,UNKNOWN,44,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-20,Saturday,weekend,UNKNOWN,40,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-21,Sunday,weekend,UNKNOWN,36,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-22,Monday,weekday,UNKNOWN,24,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-23,Tuesday,weekday,UNKNOWN,46,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-24,Wednesday,weekday,UNKNOWN,40,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-25,Thursday,weekday,UNKNOWN,42,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-26,Friday,weekday,UNKNOWN,33,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-27,Saturday,weekend,UNKNOWN,28,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-28,Sunday,weekend,UNKNOWN,31,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-29,Monday,weekday,UNKNOWN,64,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-09-30,Tuesday,weekday,UNKNOWN,26,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-01,Wednesday,weekday,UNKNOWN,33,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-02,Thursday,weekday,UNKNOWN,48,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-03,Friday,weekday,UNKNOWN,38,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-04,Saturday,weekend,UNKNOWN,73,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-05,Sunday,weekend,UNKNOWN,56,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-06,Monday,weekday,UNKNOWN,32,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-07,Tuesday,weekday,UNKNOWN,30,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-08,Wednesday,weekday,UNKNOWN,44,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-09,Thursday,weekday,UNKNOWN,90,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-10,Friday,weekday,UNKNOWN,46,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-11,Saturday,weekend,UNKNOWN,24,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-12,Sunday,weekend,UNKNOWN,49,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-13,Monday,weekday,UNKNOWN,28,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-14,Tuesday,weekday,UNKNOWN,53,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-15,Wednesday,weekday,UNKNOWN,43,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-16,Thursday,weekday,UNKNOWN,24,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-17,Friday,weekday,UNKNOWN,60,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-18,Saturday,weekend,UNKNOWN,40,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-19,Sunday,weekend,UNKNOWN,52,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-20,Monday,weekday,UNKNOWN,44,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-21,Tuesday,weekday,UNKNOWN,53,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-22,Wednesday,weekday,UNKNOWN,43,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-23,Thursday,weekday,UNKNOWN,51,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-24,Friday,weekday,UNKNOWN,44,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-25,Saturday,weekend,UNKNOWN,62,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-26,Sunday,weekend,UNKNOWN,38,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-27,Monday,weekday,UNKNOWN,42,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-28,Tuesday,weekday,UNKNOWN,20,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-29,Wednesday,weekday,UNKNOWN,44,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-30,Thursday,weekday,UNKNOWN,24,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-10-31,Friday,weekday,UNKNOWN,48,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-01,Saturday,weekend,UNKNOWN,38,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-02,Sunday,weekend,UNKNOWN,38,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-03,Monday,weekday,UNKNOWN,24,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-04,Tuesday,weekday,UNKNOWN,40,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-05,Wednesday,weekday,UNKNOWN,49,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-06,Thursday,weekday,UNKNOWN,36,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-07,Friday,weekday,UNKNOWN,62,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-08,Saturday,weekend,UNKNOWN,34,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-09,Sunday,weekend,UNKNOWN,36,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-10,Monday,weekday,UNKNOWN,49,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-11,Tuesday,weekday,UNKNOWN,53,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-12,Wednesday,weekday,UNKNOWN,53,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-13,Thursday,weekday,UNKNOWN,48,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-14,Friday,weekday,UNKNOWN,42,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-15,Saturday,weekend,UNKNOWN,36,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-16,Sunday,weekend,UNKNOWN,38,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-17,Monday,weekday,UNKNOWN,38,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-18,Tuesday,weekday,UNKNOWN,20,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-19,Wednesday,weekday,UNKNOWN,17,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-20,Thursday,weekday,UNKNOWN,35,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-21,Friday,weekday,UNKNOWN,44,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-22,Saturday,weekend,UNKNOWN,44,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-23,Sunday,weekend,UNKNOWN,47,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-24,Monday,weekday,UNKNOWN,33,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-25,Tuesday,weekday,UNKNOWN,40,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-26,Wednesday,weekday,UNKNOWN,14,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-27,Thursday,weekday,UNKNOWN,54,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-28,Friday,weekday,UNKNOWN,28,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-29,Saturday,weekend,UNKNOWN,66,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-11-30,Sunday,weekend,UNKNOWN,42,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-01,Monday,weekday,UNKNOWN,46,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-02,Tuesday,weekday,UNKNOWN,8,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-03,Wednesday,weekday,UNKNOWN,50,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-04,Thursday,weekday,UNKNOWN,66,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-05,Friday,weekday,UNKNOWN,55,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-06,Saturday,weekend,UNKNOWN,16,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-07,Sunday,weekend,UNKNOWN,32,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-08,Monday,weekday,UNKNOWN,34,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-09,Tuesday,weekday,UNKNOWN,36,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-10,Wednesday,weekday,UNKNOWN,18,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-11,Thursday,weekday,UNKNOWN,38,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-12,Friday,weekday,UNKNOWN,40,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-13,Saturday,weekend,UNKNOWN,48,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-14,Sunday,weekend,UNKNOWN,47,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-15,Monday,weekday,UNKNOWN,40,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-16,Tuesday,weekday,UNKNOWN,50,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-17,Wednesday,weekday,UNKNOWN,46,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-18,Thursday,weekday,UNKNOWN,30,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-19,Friday,weekday,UNKNOWN,28,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-20,Saturday,weekend,UNKNOWN,48,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-21,Sunday,weekend,UNKNOWN,35,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-22,Monday,weekday,UNKNOWN,24,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-23,Tuesday,weekday,UNKNOWN,56,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-24,Wednesday,weekday,UNKNOWN,40,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-25,Thursday,weekday,UNKNOWN,38,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-26,Friday,weekday,UNKNOWN,36,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-27,Saturday,weekend,UNKNOWN,36,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-28,Sunday,weekend,UNKNOWN,40,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-29,Monday,weekday,UNKNOWN,36,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-30,Tuesday,weekday,UNKNOWN,40,sumber daftar tanggal merah tidak ditemukan di repository
synthetic_raw,2025-12-31,Wednesday,weekday,UNKNOWN,32,sumber daftar tanggal merah tidak ditemukan di repository
