anomaly_row_id,base_record_id,anomaly_type,source_dataset,source_split,mutation_description
240,synth_14856,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
241,synth_2627,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
242,synth_10416,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
243,synth_10787,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
244,synth_4906,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
245,synth_10912,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
246,synth_1628,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
247,synth_7505,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
248,synth_9589,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
249,synth_3999,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
250,synth_7109,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
251,synth_2276,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
252,synth_4686,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
253,synth_13431,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
254,synth_4866,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
255,synth_6625,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
256,synth_8153,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
257,synth_9782,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
258,synth_3265,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
259,synth_13783,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
260,synth_3079,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
261,synth_2804,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
262,synth_8863,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
263,synth_12606,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
264,synth_14946,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
265,synth_9780,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
266,synth_9566,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
267,synth_11776,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
268,synth_1219,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
269,synth_10641,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
270,synth_5614,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
271,synth_2007,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
272,synth_7687,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
273,synth_11616,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
274,synth_4244,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
275,synth_9522,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
276,synth_599,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
277,synth_12883,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
278,synth_2972,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
279,synth_10613,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
280,synth_11,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
281,synth_9090,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
282,synth_9102,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
283,synth_5551,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
284,synth_1607,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
285,synth_7964,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
286,synth_13752,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
287,synth_4126,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
288,synth_12210,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
289,synth_11569,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
290,synth_13654,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
291,synth_1245,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
292,synth_8088,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
293,synth_2442,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
294,synth_402,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
295,synth_4079,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
296,synth_5899,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
297,synth_13319,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
298,synth_2651,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
299,synth_828,suspicious_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"ip_address,device"
300,synth_2542,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
301,synth_4687,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
302,synth_14919,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
303,synth_12076,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
304,synth_4655,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
305,synth_2011,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
306,synth_5960,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
307,synth_14788,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
308,synth_1551,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
309,synth_1215,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
310,synth_13204,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
311,synth_1984,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
312,synth_3633,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
313,synth_14805,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
314,synth_11691,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
315,synth_3428,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
316,synth_9205,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
317,synth_4715,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
318,synth_10084,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
319,synth_10254,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
320,synth_5435,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
321,synth_4342,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
322,synth_11969,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
323,synth_5634,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
324,synth_2642,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
325,synth_9295,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
326,synth_7440,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
327,synth_10727,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
328,synth_14565,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
329,synth_8120,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
330,synth_6661,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
331,synth_8636,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
332,synth_341,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
333,synth_2226,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
334,synth_350,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
335,synth_12534,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
336,synth_3873,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
337,synth_7361,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
338,synth_670,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
339,synth_4494,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
340,synth_10624,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
341,synth_12060,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
342,synth_14399,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
343,synth_10213,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
344,synth_2755,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
345,synth_7284,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
346,synth_13324,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
347,synth_3916,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
348,synth_12564,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
349,synth_4331,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
350,synth_9967,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
351,synth_8978,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
352,synth_6701,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
353,synth_8158,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
354,synth_12812,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
355,synth_7898,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
356,synth_11604,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
357,synth_540,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
358,synth_11373,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
359,synth_9038,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
360,synth_5056,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
361,synth_5160,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
362,synth_6456,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
363,synth_14813,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
364,synth_919,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
365,synth_6133,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
366,synth_2767,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
367,synth_4903,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
368,synth_273,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
369,synth_8521,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
370,synth_5834,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
371,synth_3417,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
372,synth_13952,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
373,synth_5998,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
374,synth_2288,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
375,synth_3190,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
376,synth_8851,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
377,synth_5159,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
378,synth_11611,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
379,synth_3841,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
380,synth_2382,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
381,synth_10599,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
382,synth_1514,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
383,synth_12544,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
384,synth_4550,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
385,synth_11711,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
386,synth_77,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
387,synth_8082,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
388,synth_2945,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
389,synth_1938,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
390,synth_9897,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
391,synth_13261,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
392,synth_10460,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
393,synth_4322,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
394,synth_14875,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
395,synth_4931,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
396,synth_13881,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
397,synth_11105,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
398,synth_13822,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
399,synth_9840,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
400,synth_571,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
401,synth_8035,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
402,synth_14080,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
403,synth_11645,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
404,synth_9320,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
405,synth_11630,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
406,synth_5632,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
407,synth_2266,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
408,synth_10580,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
409,synth_12432,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
410,synth_1125,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
411,synth_12791,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
412,synth_12400,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
413,synth_7429,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
414,synth_826,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
415,synth_11540,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
416,synth_5570,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
417,synth_5186,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
418,synth_6254,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
419,synth_9180,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
420,synth_7625,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
421,synth_4516,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
422,synth_12165,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
423,synth_5480,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
424,synth_13938,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
425,synth_2065,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
426,synth_453,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
427,synth_9944,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
428,synth_1162,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
429,synth_8429,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
430,synth_14325,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
431,synth_7154,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
432,synth_5142,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
433,synth_9333,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
434,synth_1146,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
435,synth_13515,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
436,synth_13586,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
437,synth_7035,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
438,synth_12988,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
439,synth_12941,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
440,synth_10193,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
441,synth_2704,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
442,synth_12358,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
443,synth_13332,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
444,synth_5673,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
445,synth_1004,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
446,synth_5689,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
447,synth_1519,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
448,synth_7599,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
449,synth_110,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
450,synth_10623,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
451,synth_11050,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
452,synth_8268,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
453,synth_8903,offhours_sensitive_external_access,retraining_dataset_combined_raw.csv,V5_ANOMALY_PENDING,"waktu,aksi,ip_address"
