row_id,timestamp,user_id,activity,session_id,anomaly_type,risk_level
4417,2025-04-16 10:22:02,66,Cari Berkas,S4580A4AE9B72A9FE,Normal,Normal
4418,2025-04-16 10:24:38,66,Logout,S4580A4AE9B72A9FE,Normal,Normal
4419,2025-04-16 10:40:00,36,Login,S1DC4E66E2E790459,Normal,Normal
4420,2025-04-16 10:41:47,36,Lihat Perkara,S1DC4E66E2E790459,Normal,Normal
4421,2025-04-16 10:44:10,36,Cari Berkas,S1DC4E66E2E790459,Normal,Normal
4422,2025-04-16 10:46:52,36,Logout,S1DC4E66E2E790459,Normal,Normal
4423,2025-04-16 12:30:27,18,Login,S0BB386DBC0005895,Normal,Normal
4424,2025-04-16 12:31:34,18,Lihat Perkara,S0BB386DBC0005895,Normal,Normal
4425,2025-04-16 12:32:59,18,Cari Berkas,S0BB386DBC0005895,Normal,Normal
4426,2025-04-16 12:34:26,18,Logout,S0BB386DBC0005895,Normal,Normal
4427,2025-04-16 12:38:20,41,Login,SDED5C01721433DFC,Normal,Normal
4428,2025-04-16 12:40:20,41,Lihat Perkara,SDED5C01721433DFC,Normal,Normal
4429,2025-04-16 12:43:20,41,Cari Berkas,SDED5C01721433DFC,Normal,Normal
4430,2025-04-16 12:45:31,41,Logout,SDED5C01721433DFC,ip_berubah,Low
4435,2025-04-16 15:50:19,79,Login,S5B5F53480768D812,Normal,Normal
4436,2025-04-16 15:51:18,79,Lihat Perkara,S5B5F53480768D812,Normal,Normal
4437,2025-04-16 15:52:50,54,Login,SCB4A1B4B2A683E18,Normal,Normal
4438,2025-04-16 15:53:43,79,Cari Berkas,S5B5F53480768D812,Normal,Normal
4439,2025-04-16 15:54:07,79,Logout,S5B5F53480768D812,Normal,Normal
4440,2025-04-16 15:54:50,54,Lihat Perkara,SCB4A1B4B2A683E18,aktivitas_terlalu_cepat,Medium
4441,2025-04-16 15:56:54,54,Lihat Berkas,SCB4A1B4B2A683E18,Normal,Normal
4442,2025-04-16 15:58:52,54,Input Berkas,SCB4A1B4B2A683E18,Normal,Normal
4443,2025-04-16 16:01:34,54,Verifikasi,SCB4A1B4B2A683E18,Normal,Normal
4444,2025-04-16 16:02:53,54,Logout,SCB4A1B4B2A683E18,Normal,Normal
4457,2025-04-17 15:46:06,39,Login,SACF85EA78EC0793D,Normal,Normal
4458,2025-04-17 15:47:47,39,Lihat Perkara,SACF85EA78EC0793D,Normal,Normal
4459,2025-04-17 15:49:10,39,Cari Berkas,SACF85EA78EC0793D,Normal,Normal
4460,2025-04-17 15:50:00,39,Logout,SACF85EA78EC0793D,Normal,Normal
4461,2025-04-18 03:59:29,45,Login,S46A47588A676ACE1,login_luar_jam,Low
4462,2025-04-18 04:14:25,21,Login,S9F690E9C79EF6C27,login_luar_jam,Low
4463,2025-04-18 07:57:08,30,Login,SAA7F879980053FCB,Normal,Normal
4464,2025-04-18 08:00:06,30,Lihat Perkara,SAA7F879980053FCB,Normal,Normal
4465,2025-04-18 08:02:12,30,Cari Berkas,SAA7F879980053FCB,Normal,Normal
4466,2025-04-18 08:03:12,30,Logout,SAA7F879980053FCB,Normal,Normal
4467,2025-04-18 08:22:20,19,Login,S3C0D409F21A3C034,peminjaman_massal,High
4468,2025-04-18 08:23:53,19,Lihat Perkara,S3C0D409F21A3C034,Normal,Normal
4469,2025-04-18 08:26:41,19,Cari Berkas,S3C0D409F21A3C034,Normal,Normal
4470,2025-04-18 08:29:30,19,Logout,S3C0D409F21A3C034,Normal,Normal
4475,2025-04-18 11:16:34,21,Lihat Perkara,S9F690E9C79EF6C27,Normal,Normal
4476,2025-04-18 11:18:39,21,Cari Berkas,S9F690E9C79EF6C27,Normal,Normal
4477,2025-04-18 11:19:47,21,Logout,S9F690E9C79EF6C27,Normal,Normal
4478,2025-04-18 11:42:02,26,Login,SC5FE21D68365D2CF,durasi_tidak_wajar,Medium
4479,2025-04-18 11:43:07,26,Lihat Perkara,SC5FE21D68365D2CF,Normal,Normal
4480,2025-04-18 11:45:16,26,Cari Berkas,SC5FE21D68365D2CF,Normal,Normal
4481,2025-04-18 11:46:32,26,Logout,SC5FE21D68365D2CF,Normal,Normal
4482,2025-04-18 12:20:07,22,Login,SCD68CB3998A0DB61,Normal,Normal
4483,2025-04-18 12:21:52,22,Lihat Perkara,SCD68CB3998A0DB61,Normal,Normal
4484,2025-04-18 12:24:40,22,Cari Berkas,SCD68CB3998A0DB61,Normal,Normal
4485,2025-04-18 12:26:36,22,Logout,SCD68CB3998A0DB61,Normal,Normal
4492,2025-04-18 13:34:10,77,Login,S9165911E5DB93433,Normal,Normal
4493,2025-04-18 13:36:43,77,Lihat Perkara,S9165911E5DB93433,Normal,Normal
4494,2025-04-18 13:38:41,77,Cari Berkas,S9165911E5DB93433,Normal,Normal
4495,2025-04-18 13:39:09,77,Logout,S9165911E5DB93433,Normal,Normal
4496,2025-04-18 14:00:01,45,Lihat Perkara,S46A47588A676ACE1,Normal,Normal
4497,2025-04-18 14:00:38,45,Cari Berkas,S46A47588A676ACE1,Normal,Normal
4498,2025-04-18 14:01:21,45,Logout,S46A47588A676ACE1,Normal,Normal
4499,2025-04-18 14:15:19,69,Login,S832A94318DCD6ACA,Normal,Normal
4500,2025-04-18 14:17:42,69,Lihat Perkara,S832A94318DCD6ACA,Normal,Normal
4501,2025-04-18 14:20:20,69,Cari Berkas,S832A94318DCD6ACA,Normal,Normal
4502,2025-04-18 14:22:45,69,Logout,S832A94318DCD6ACA,Normal,Normal
4511,2025-04-19 06:44:56,29,Login,S6FC0760380CD513E,login_luar_jam,Low
4512,2025-04-19 10:10:14,63,Login,S57BEB416DE6AF3D3,Normal,Normal
4513,2025-04-19 10:11:39,63,Lihat Perkara,S57BEB416DE6AF3D3,Normal,Normal
4514,2025-04-19 10:13:08,63,Cari Berkas,S57BEB416DE6AF3D3,Normal,Normal
4515,2025-04-19 10:15:33,63,Logout,S57BEB416DE6AF3D3,Normal,Normal
4516,2025-04-19 10:17:51,59,Login,S818CD118DD24F2DB,Normal,Normal
4517,2025-04-19 10:19:33,59,Lihat Perkara,S818CD118DD24F2DB,Normal,Normal
4518,2025-04-19 10:20:02,59,Cari Berkas,S818CD118DD24F2DB,Normal,Normal
4519,2025-04-19 10:22:45,59,Logout,S818CD118DD24F2DB,Normal,Normal
4520,2025-04-19 11:48:47,86,Login,S87FAECA00FF220A4,Normal,Normal
4521,2025-04-19 11:51:20,86,Lihat Perkara,S87FAECA00FF220A4,device_berubah,Low
4522,2025-04-19 11:51:31,86,Cari Berkas,S87FAECA00FF220A4,Normal,Normal
4523,2025-04-19 11:54:19,86,Logout,S87FAECA00FF220A4,Normal,Normal
4524,2025-04-19 15:53:48,38,Login,S9E491EEFA8154F36,Normal,Normal
4525,2025-04-19 15:56:13,38,Lihat Perkara,S9E491EEFA8154F36,Normal,Normal
4526,2025-04-19 15:56:49,38,Cari Berkas,S9E491EEFA8154F36,Normal,Normal
4527,2025-04-19 15:58:02,38,Logout,S9E491EEFA8154F36,Normal,Normal
4528,2025-04-19 16:46:41,29,Lihat Perkara,S6FC0760380CD513E,Normal,Normal
4529,2025-04-19 16:48:16,29,Cari Berkas,S6FC0760380CD513E,Normal,Normal
4530,2025-04-19 16:50:46,29,Logout,S6FC0760380CD513E,Normal,Normal
4531,2025-04-20 07:09:02,32,Login,SFAE9BF9D7D8BD58A,Normal,Normal
4532,2025-04-20 07:10:19,32,Lihat Perkara,SFAE9BF9D7D8BD58A,Normal,Normal
4533,2025-04-20 07:11:05,32,Cari Berkas,SFAE9BF9D7D8BD58A,Normal,Normal
4534,2025-04-20 07:13:19,32,Logout,SFAE9BF9D7D8BD58A,device_berubah,Low
4535,2025-04-20 07:21:52,55,Login,S9B354089429E5882,durasi_tidak_wajar,Medium
4536,2025-04-20 07:22:52,55,Lihat Perkara,S9B354089429E5882,Normal,Normal
4537,2025-04-20 07:24:45,55,Lihat Berkas,S9B354089429E5882,Normal,Normal
4538,2025-04-20 07:26:10,55,Input Berkas,S9B354089429E5882,Normal,Normal
4539,2025-04-20 07:27:56,55,Verifikasi,S9B354089429E5882,Normal,Normal
4540,2025-04-20 07:30:23,55,Logout,S9B354089429E5882,ip_berubah,Low
4541,2025-04-20 07:40:26,40,Login,S9F7B3992ECEC73F2,Normal,Normal
4542,2025-04-20 07:41:51,40,Lihat Perkara,S9F7B3992ECEC73F2,Normal,Normal
4543,2025-04-20 07:44:27,40,Cari Berkas,S9F7B3992ECEC73F2,Normal,Normal
4544,2025-04-20 07:45:26,40,Logout,S9F7B3992ECEC73F2,Normal,Normal
4545,2025-04-20 08:24:59,51,Login,S038E484010B968A0,Normal,Normal
4546,2025-04-20 08:27:25,51,Lihat Perkara,S038E484010B968A0,Normal,Normal
4547,2025-04-20 08:28:53,51,Cari Berkas,S038E484010B968A0,Normal,Normal
4548,2025-04-20 08:29:19,51,Logout,S038E484010B968A0,Normal,Normal
4553,2025-04-20 10:44:46,64,Login,SB4698DB30123A348,Normal,Normal
4554,2025-04-20 10:46:07,64,Lihat Perkara,SB4698DB30123A348,Normal,Normal
4555,2025-04-20 10:46:33,64,Cari Berkas,SB4698DB30123A348,Normal,Normal
4556,2025-04-20 10:49:10,64,Logout,SB4698DB30123A348,Normal,Normal
4557,2025-04-20 12:30:50,27,Login,S353924F4DA709690,Normal,Normal
4558,2025-04-20 12:32:33,27,Lihat Perkara,S353924F4DA709690,Normal,Normal
4559,2025-04-20 12:35:10,27,Cari Berkas,S353924F4DA709690,Normal,Normal
4560,2025-04-20 12:36:48,27,Logout,S353924F4DA709690,Normal,Normal
4565,2025-04-20 15:38:56,67,Login,S3B8EE0E01BA34C18,Normal,Normal
4566,2025-04-20 15:40:50,67,Lihat Perkara,S3B8EE0E01BA34C18,Normal,Normal
4567,2025-04-20 15:41:00,67,Cari Berkas,S3B8EE0E01BA34C18,Normal,Normal
4568,2025-04-20 15:42:37,67,Logout,S3B8EE0E01BA34C18,Normal,Normal
4569,2025-04-21 00:33:52,23,Login,S34C93EBFE099AB65,login_luar_jam,Low
4572,2025-04-21 09:26:35,53,Login,SD527189BDB2865DA,Normal,Normal
4573,2025-04-21 09:29:19,53,Lihat Perkara,SD527189BDB2865DA,Normal,Normal
4574,2025-04-21 09:31:50,53,Cari Berkas,SD527189BDB2865DA,Normal,Normal
4575,2025-04-21 09:32:55,53,Logout,SD527189BDB2865DA,Normal,Normal
4579,2025-04-21 10:02:55,36,Login,SF45E95808775347D,Normal,Normal
4580,2025-04-21 10:04:43,36,Lihat Perkara,SF45E95808775347D,Normal,Normal
4581,2025-04-21 10:06:59,36,Cari Berkas,SF45E95808775347D,Normal,Normal
4582,2025-04-21 10:07:15,36,Logout,SF45E95808775347D,Normal,Normal
4586,2025-04-21 15:34:51,23,Lihat Perkara,S34C93EBFE099AB65,Normal,Normal
4587,2025-04-21 15:36:50,23,Cari Berkas,S34C93EBFE099AB65,Normal,Normal
4588,2025-04-21 15:38:55,23,Logout,S34C93EBFE099AB65,Normal,Normal
4595,2025-04-21 16:31:54,25,Login,S06BCB3C014AEE34D,Normal,Normal
4596,2025-04-21 16:33:10,25,Lihat Perkara,S06BCB3C014AEE34D,Normal,Normal
4597,2025-04-21 16:35:14,25,Cari Berkas,S06BCB3C014AEE34D,Normal,Normal
4598,2025-04-21 16:35:50,25,Logout,S06BCB3C014AEE34D,Normal,Normal
4599,2025-04-22 07:00:55,78,Login,S346D592E6C9C7EBD,Normal,Normal
4600,2025-04-22 07:02:20,78,Lihat Perkara,S346D592E6C9C7EBD,Normal,Normal
4601,2025-04-22 07:02:58,78,Cari Berkas,S346D592E6C9C7EBD,Normal,Normal
4602,2025-04-22 07:03:26,78,Logout,S346D592E6C9C7EBD,Normal,Normal
4603,2025-04-22 07:39:05,21,Login,S3DB8DBF6053D239C,Normal,Normal
4604,2025-04-22 07:40:49,21,Lihat Perkara,S3DB8DBF6053D239C,Normal,Normal
4605,2025-04-22 07:41:17,21,Cari Berkas,S3DB8DBF6053D239C,Normal,Normal
4606,2025-04-22 07:41:31,21,Logout,S3DB8DBF6053D239C,Normal,Normal
4607,2025-04-22 09:03:20,21,Login,SAAAC826EDD18AB28,Normal,Normal
4608,2025-04-22 09:04:30,21,Lihat Perkara,SAAAC826EDD18AB28,Normal,Normal
4609,2025-04-22 09:07:22,21,Cari Berkas,SAAAC826EDD18AB28,device_berubah,Low
4610,2025-04-22 09:09:23,21,Logout,SAAAC826EDD18AB28,Normal,Normal
4611,2025-04-22 13:45:11,33,Login,S8585DB006FF80CA1,Normal,Normal
4612,2025-04-22 13:45:29,33,Lihat Perkara,S8585DB006FF80CA1,Normal,Normal
4613,2025-04-22 13:47:35,33,Cari Berkas,S8585DB006FF80CA1,Normal,Normal
4614,2025-04-22 13:47:51,33,Logout,S8585DB006FF80CA1,device_berubah,Low
4615,2025-04-22 15:11:53,75,Login,S9E9A3E839A4EF6FC,Normal,Normal
4616,2025-04-22 15:14:24,75,Lihat Perkara,S9E9A3E839A4EF6FC,Normal,Normal
4617,2025-04-22 15:15:01,75,Cari Berkas,S9E9A3E839A4EF6FC,Normal,Normal
4618,2025-04-22 15:15:14,75,Logout,S9E9A3E839A4EF6FC,Normal,Normal
4629,2025-04-23 03:11:11,21,Login,S7C4A14CF44B0703F,login_luar_jam,Low
4630,2025-04-23 09:53:42,32,Login,S0CD837A6C1C107CD,Normal,Normal
4631,2025-04-23 09:55:52,32,Lihat Perkara,S0CD837A6C1C107CD,Normal,Normal
4632,2025-04-23 09:56:55,32,Cari Berkas,S0CD837A6C1C107CD,Normal,Normal
4633,2025-04-23 09:58:32,32,Logout,S0CD837A6C1C107CD,Normal,Normal
4646,2025-04-23 13:14:03,21,Lihat Perkara,S7C4A14CF44B0703F,ip_berubah,Low
4647,2025-04-23 13:14:24,21,Cari Berkas,S7C4A14CF44B0703F,ip_berubah,Low
4648,2025-04-23 13:15:52,21,Logout,S7C4A14CF44B0703F,Normal,Normal
4649,2025-04-23 14:33:31,85,Login,SA4F873CA40420C58,Normal,Normal
4650,2025-04-23 14:35:24,85,Lihat Perkara,SA4F873CA40420C58,Normal,Normal
4651,2025-04-23 14:36:36,85,Lihat Berkas,SA4F873CA40420C58,Normal,Normal
4652,2025-04-23 14:37:49,85,Input Berkas,SA4F873CA40420C58,Normal,Normal
4653,2025-04-23 14:40:00,85,Verifikasi,SA4F873CA40420C58,Normal,Normal
4654,2025-04-23 14:41:45,85,Logout,SA4F873CA40420C58,Normal,Normal
4655,2025-04-23 16:22:29,42,Login,S6FE61BFA74D2FEB6,Normal,Normal
4656,2025-04-23 16:23:11,42,Lihat Perkara,S6FE61BFA74D2FEB6,Normal,Normal
4657,2025-04-23 16:25:26,42,Cari Berkas,S6FE61BFA74D2FEB6,Normal,Normal
4658,2025-04-23 16:26:49,42,Logout,S6FE61BFA74D2FEB6,Normal,Normal
4659,2025-04-24 00:30:39,34,Login,S087628B5EC3F6C13,login_luar_jam,Low
4660,2025-04-24 07:00:35,60,Login,S1AB84C1B85243095,Normal,Normal
4661,2025-04-24 07:03:07,60,Lihat Perkara,S1AB84C1B85243095,Normal,Normal
4662,2025-04-24 07:05:35,60,Cari Berkas,S1AB84C1B85243095,Normal,Normal
4663,2025-04-24 07:08:11,60,Logout,S1AB84C1B85243095,Normal,Normal
4668,2025-04-24 09:41:06,55,Login,S787BC08CFC9BBA52,Normal,Normal
4669,2025-04-24 09:41:35,55,Lihat Perkara,S787BC08CFC9BBA52,Normal,Normal
4670,2025-04-24 09:43:35,55,Lihat Berkas,S787BC08CFC9BBA52,Normal,Normal
4671,2025-04-24 09:45:14,55,Input Berkas,S787BC08CFC9BBA52,Normal,Normal
4672,2025-04-24 09:45:38,55,Verifikasi,S787BC08CFC9BBA52,Normal,Normal
4673,2025-04-24 09:46:33,55,Logout,S787BC08CFC9BBA52,Normal,Normal
4674,2025-04-24 09:47:19,56,Login,SB2A0F778809D6444,Normal,Normal
4675,2025-04-24 09:47:41,56,Lihat Perkara,SB2A0F778809D6444,Normal,Normal
4676,2025-04-24 09:49:31,56,Cari Berkas,SB2A0F778809D6444,Normal,Normal
4677,2025-04-24 09:51:35,56,Logout,SB2A0F778809D6444,Normal,Normal
4680,2025-04-24 11:02:46,66,Login,S96D0D89DF2314C7D,aktivitas_terlalu_cepat,Medium
4682,2025-04-24 11:04:23,66,Lihat Perkara,S96D0D89DF2314C7D,Normal,Normal
4684,2025-04-24 11:06:48,66,Cari Berkas,S96D0D89DF2314C7D,Normal,Normal
4685,2025-04-24 11:09:33,66,Logout,S96D0D89DF2314C7D,Normal,Normal
4692,2025-04-24 14:33:22,34,Lihat Perkara,S087628B5EC3F6C13,Normal,Normal
4693,2025-04-24 14:34:31,34,Cari Berkas,S087628B5EC3F6C13,Normal,Normal
4694,2025-04-24 14:34:54,34,Logout,S087628B5EC3F6C13,Normal,Normal
4695,2025-04-24 14:51:14,54,Login,S8FDFC543B015D2CB,Normal,Normal
4696,2025-04-24 14:51:25,54,Lihat Perkara,S8FDFC543B015D2CB,Normal,Normal
4697,2025-04-24 14:53:59,54,Lihat Berkas,S8FDFC543B015D2CB,Normal,Normal
4698,2025-04-24 14:56:51,54,Input Berkas,S8FDFC543B015D2CB,Normal,Normal
4699,2025-04-24 14:58:20,54,Verifikasi,S8FDFC543B015D2CB,Normal,Normal
4700,2025-04-24 14:59:23,54,Logout,S8FDFC543B015D2CB,aktivitas_terlalu_cepat,Medium
4701,2025-04-25 02:14:13,66,Login,S1A96B9D0412AFFF6,login_luar_jam,Low
4702,2025-04-25 03:42:19,28,Login,S5AD9E1B16EAEA044,login_luar_jam,Low
4712,2025-04-25 08:04:44,41,Login,S08F042ED41E7E487,Normal,Normal
4713,2025-04-25 08:06:21,41,Lihat Perkara,S08F042ED41E7E487,Normal,Normal
4714,2025-04-25 08:09:21,41,Cari Berkas,S08F042ED41E7E487,Normal,Normal
4715,2025-04-25 08:11:32,41,Logout,S08F042ED41E7E487,aktivitas_terlalu_cepat,Medium
4728,2025-04-25 12:21:35,39,Login,S2F592F3E1BBD2513,Normal,Normal
4729,2025-04-25 12:22:21,39,Lihat Perkara,S2F592F3E1BBD2513,Normal,Normal
4730,2025-04-25 12:24:21,39,Cari Berkas,S2F592F3E1BBD2513,Normal,Normal
4731,2025-04-25 12:26:14,39,Logout,S2F592F3E1BBD2513,Normal,Normal
4732,2025-04-25 13:15:32,66,Lihat Perkara,S1A96B9D0412AFFF6,Normal,Normal
4733,2025-04-25 13:18:27,66,Cari Berkas,S1A96B9D0412AFFF6,Normal,Normal
4734,2025-04-25 13:21:19,66,Logout,S1A96B9D0412AFFF6,Normal,Normal
4735,2025-04-25 15:10:43,55,Login,S9744CEB0D5B5984B,Normal,Normal
4736,2025-04-25 15:12:00,55,Lihat Perkara,S9744CEB0D5B5984B,Normal,Normal
4737,2025-04-25 15:13:26,55,Lihat Berkas,S9744CEB0D5B5984B,Normal,Normal
4738,2025-04-25 15:16:22,55,Input Berkas,S9744CEB0D5B5984B,Normal,Normal
4739,2025-04-25 15:16:41,55,Verifikasi,S9744CEB0D5B5984B,Normal,Normal
4740,2025-04-25 15:17:49,55,Logout,S9744CEB0D5B5984B,Normal,Normal
4741,2025-04-25 15:44:35,28,Lihat Perkara,S5AD9E1B16EAEA044,Normal,Normal
4742,2025-04-25 15:46:44,28,Cari Berkas,S5AD9E1B16EAEA044,Normal,Normal
4743,2025-04-25 15:49:08,28,Logout,S5AD9E1B16EAEA044,Normal,Normal
4748,2025-04-25 16:23:11,66,Login,S19B4F0B400533212,Normal,Normal
4749,2025-04-25 16:24:41,66,Lihat Perkara,S19B4F0B400533212,Normal,Normal
4750,2025-04-25 16:26:11,66,Cari Berkas,S19B4F0B400533212,Normal,Normal
4751,2025-04-25 16:26:21,66,Logout,S19B4F0B400533212,Normal,Normal
4752,2025-04-25 16:37:17,82,Login,S7EF3F84E5D0CDA73,Normal,Normal
4753,2025-04-25 16:38:16,82,Lihat Perkara,S7EF3F84E5D0CDA73,Normal,Normal
4754,2025-04-25 16:40:47,82,Cari Berkas,S7EF3F84E5D0CDA73,Normal,Normal
4755,2025-04-25 16:42:26,82,Logout,S7EF3F84E5D0CDA73,Normal,Normal
4760,2025-04-26 09:21:38,56,Login,S976AC3C23634CE84,Normal,Normal
4761,2025-04-26 09:22:22,56,Lihat Perkara,S976AC3C23634CE84,Normal,Normal
4762,2025-04-26 09:23:39,56,Cari Berkas,S976AC3C23634CE84,Normal,Normal
4763,2025-04-26 09:24:21,56,Logout,S976AC3C23634CE84,Normal,Normal
4776,2025-04-26 15:30:39,75,Login,SABF419AA27772053,Normal,Normal
4777,2025-04-26 15:32:29,75,Lihat Perkara,SABF419AA27772053,Normal,Normal
4778,2025-04-26 15:34:24,75,Cari Berkas,SABF419AA27772053,Normal,Normal
4779,2025-04-26 15:35:00,75,Logout,SABF419AA27772053,Normal,Normal
4780,2025-04-27 01:44:02,77,Login,SD6667BA856BEBE18,login_luar_jam,Low
4781,2025-04-27 04:17:26,29,Login,S85BB1FAC43CF1BFE,login_luar_jam,Low
4786,2025-04-27 07:46:06,77,Lihat Perkara,SD6667BA856BEBE18,Normal,Normal
4787,2025-04-27 07:48:03,77,Cari Berkas,SD6667BA856BEBE18,Normal,Normal
4788,2025-04-27 07:50:36,77,Logout,SD6667BA856BEBE18,Normal,Normal
4789,2025-04-27 08:10:42,54,Login,S57EA38AD35B00F9F,Normal,Normal
4790,2025-04-27 08:11:27,54,Lihat Perkara,S57EA38AD35B00F9F,Normal,Normal
4791,2025-04-27 08:13:35,54,Lihat Berkas,S57EA38AD35B00F9F,Normal,Normal
4792,2025-04-27 08:16:17,54,Input Berkas,S57EA38AD35B00F9F,ip_berubah,Low
4793,2025-04-27 08:17:34,54,Verifikasi,S57EA38AD35B00F9F,Normal,Normal
4794,2025-04-27 08:18:43,54,Logout,S57EA38AD35B00F9F,durasi_tidak_wajar,Medium
4795,2025-04-27 12:06:22,8,Login,S2B69B3D17CD7A80A,Normal,Normal
4796,2025-04-27 12:08:16,8,Lihat Perkara,S2B69B3D17CD7A80A,Normal,Normal
4797,2025-04-27 12:08:52,8,Cari Berkas,S2B69B3D17CD7A80A,Normal,Normal
4798,2025-04-27 12:10:34,8,Logout,S2B69B3D17CD7A80A,Normal,Normal
4799,2025-04-27 12:45:44,60,Login,S89C9C0F39DCC91B0,Normal,Normal
4800,2025-04-27 12:47:12,60,Lihat Perkara,S89C9C0F39DCC91B0,Normal,Normal
4801,2025-04-27 12:47:47,60,Cari Berkas,S89C9C0F39DCC91B0,Normal,Normal
4802,2025-04-27 12:48:20,60,Logout,S89C9C0F39DCC91B0,Normal,Normal
4803,2025-04-27 13:02:04,43,Login,SA1CF040FE5C6E572,Normal,Normal
4804,2025-04-27 13:04:22,43,Lihat Perkara,SA1CF040FE5C6E572,Normal,Normal
4805,2025-04-27 13:07:21,43,Cari Berkas,SA1CF040FE5C6E572,Normal,Normal
4806,2025-04-27 13:08:46,43,Logout,SA1CF040FE5C6E572,Normal,Normal
4807,2025-04-27 13:17:54,29,Lihat Perkara,S85BB1FAC43CF1BFE,Normal,Normal
4808,2025-04-27 13:19:29,29,Cari Berkas,S85BB1FAC43CF1BFE,Normal,Normal
4809,2025-04-27 13:21:22,29,Logout,S85BB1FAC43CF1BFE,Normal,Normal
4810,2025-04-27 13:46:05,37,Login,S63D18504FCB1A281,Normal,Normal
4811,2025-04-27 13:47:57,37,Lihat Perkara,S63D18504FCB1A281,Normal,Normal
4812,2025-04-27 13:48:18,37,Cari Berkas,S63D18504FCB1A281,Normal,Normal
4813,2025-04-27 13:49:07,37,Logout,S63D18504FCB1A281,Normal,Normal
4818,2025-04-28 01:25:45,52,Login,SBDCD00A98FC2AE2D,login_luar_jam,Low
4819,2025-04-28 07:28:53,30,Login,SCF03C9AD72D568D4,Normal,Normal
4820,2025-04-28 07:29:04,30,Lihat Perkara,SCF03C9AD72D568D4,Normal,Normal
4821,2025-04-28 07:31:40,30,Cari Berkas,SCF03C9AD72D568D4,Normal,Normal
4822,2025-04-28 07:34:21,30,Logout,SCF03C9AD72D568D4,Normal,Normal
4823,2025-04-28 11:25:21,84,Login,S383A56CCB1026224,Normal,Normal
4824,2025-04-28 11:28:05,84,Dashboard,S383A56CCB1026224,Normal,Normal
4825,2025-04-28 11:30:43,84,Kelola User,S383A56CCB1026224,Normal,Normal
4826,2025-04-28 11:32:07,84,Kelola Kode Klasifikasi,S383A56CCB1026224,Normal,Normal
4827,2025-04-28 11:33:10,84,Logout,S383A56CCB1026224,Normal,Normal
4828,2025-04-28 13:28:42,52,Lihat Perkara,SBDCD00A98FC2AE2D,Normal,Normal
4829,2025-04-28 13:31:12,52,Cari Berkas,SBDCD00A98FC2AE2D,Normal,Normal
4830,2025-04-28 13:33:11,52,Logout,SBDCD00A98FC2AE2D,Normal,Normal
4831,2025-04-28 14:32:13,60,Login,SDA8D93FA7351CC0C,Normal,Normal
4832,2025-04-28 14:34:38,60,Lihat Perkara,SDA8D93FA7351CC0C,Normal,Normal
4833,2025-04-28 14:36:12,60,Cari Berkas,SDA8D93FA7351CC0C,Normal,Normal
4834,2025-04-28 14:36:23,60,Logout,SDA8D93FA7351CC0C,Normal,Normal
4835,2025-04-28 15:18:57,42,Login,SC083A0E2E9209932,Normal,Normal
4836,2025-04-28 15:19:56,42,Lihat Perkara,SC083A0E2E9209932,Normal,Normal
4837,2025-04-28 15:20:40,42,Cari Berkas,SC083A0E2E9209932,Normal,Normal
4838,2025-04-28 15:22:42,42,Logout,SC083A0E2E9209932,Normal,Normal
4839,2025-04-28 16:39:51,83,Login,S8A19DE1F5CD70899,Normal,Normal
4840,2025-04-28 16:40:43,83,Lihat Perkara,S8A19DE1F5CD70899,ip_berubah,Low
4841,2025-04-28 16:42:28,83,Cari Berkas,S8A19DE1F5CD70899,Normal,Normal
4842,2025-04-28 16:43:18,83,Logout,S8A19DE1F5CD70899,Normal,Normal
4843,2025-04-28 16:49:41,34,Login,S57BF356510A678BA,Normal,Normal
4844,2025-04-28 16:51:30,34,Lihat Perkara,S57BF356510A678BA,Normal,Normal
4845,2025-04-28 16:52:09,34,Cari Berkas,S57BF356510A678BA,aktivitas_terlalu_cepat,Medium
4846,2025-04-28 16:52:45,34,Logout,S57BF356510A678BA,Normal,Normal
4847,2025-04-28 16:55:54,43,Login,S048FBC73E4B0796B,Normal,Normal
4848,2025-04-28 16:57:19,43,Lihat Perkara,S048FBC73E4B0796B,Normal,Normal
4849,2025-04-28 16:59:06,43,Cari Berkas,S048FBC73E4B0796B,Normal,Normal
4850,2025-04-28 17:01:50,43,Logout,S048FBC73E4B0796B,Normal,Normal
4851,2025-04-29 03:41:07,29,Login,S0A2D6F038F464F34,login_luar_jam,Low
4852,2025-04-29 04:58:45,48,Login,S82DC286E060CFBA5,login_luar_jam,Low
4854,2025-04-29 06:15:12,26,Login,SB88A24B11EB7687A,login_luar_jam,Low
4859,2025-04-29 10:30:21,51,Login,S29F9824433A3ACED,Normal,Normal
4860,2025-04-29 10:31:32,51,Lihat Perkara,S29F9824433A3ACED,Normal,Normal
4861,2025-04-29 10:31:55,51,Cari Berkas,S29F9824433A3ACED,Normal,Normal
4862,2025-04-29 10:32:41,51,Logout,S29F9824433A3ACED,Normal,Normal
4863,2025-04-29 10:41:54,29,Lihat Perkara,S0A2D6F038F464F34,aktivitas_terlalu_cepat,Medium
4864,2025-04-29 10:43:20,29,Cari Berkas,S0A2D6F038F464F34,aktivitas_terlalu_cepat,Medium
4865,2025-04-29 10:44:04,29,Logout,S0A2D6F038F464F34,Normal,Normal
4866,2025-04-29 10:56:24,41,Login,S00AF085D2B088FCD,Normal,Normal
4867,2025-04-29 10:56:57,41,Lihat Perkara,S00AF085D2B088FCD,Normal,Normal
