user_id,activity,status,device,ip_address,duration_ms,object_count,hour,day_of_week,source_type,source_id,candidate_type,anomaly_type,severity,mutated_features,num_mutated_features,source_record_id
64.0,Logout,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.733401891837359,0.6931471805599453,20,5,SYNTHETIC,synth_10008,ANOMALY,unusual_device_single,Mild,device,1,synth_10008
37.0,Logout,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.78897174299217,0.6931471805599453,15,6,SYNTHETIC,synth_4305,ANOMALY,unusual_device_single,Mild,device,1,synth_4305
77.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.248529124800218,2.3978952727983707,17,4,SYNTHETIC,synth_2468,ANOMALY,unusual_device_single,Mild,device,1,synth_2468
38.0,Akses Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.558527054909215,1.6094379124341005,17,0,SYNTHETIC,synth_540,ANOMALY,unusual_device_single,Mild,device,1,synth_540
23.0,Logout,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.059123195581797,0.6931471805599453,19,5,SYNTHETIC,synth_3378,ANOMALY,unusual_device_single,Mild,device,1,synth_3378
76.0,Login,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.162397497355718,0.6931471805599453,15,2,SYNTHETIC,synth_1805,ANOMALY,unusual_device_single,Mild,device,1,synth_1805
34.0,Akses Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.486940148245216,2.19722457733622,21,3,SYNTHETIC,synth_670,ANOMALY,unusual_device_single,Mild,device,1,synth_670
36.0,Login,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.536691597591305,0.6931471805599453,21,2,SYNTHETIC,synth_3852,ANOMALY,unusual_device_single,Mild,device,1,synth_3852
26.0,Akses Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.708410667257367,0.6931471805599453,14,6,SYNTHETIC,synth_12056,ANOMALY,unusual_device_single,Mild,device,1,synth_12056
84.0,Kelola User,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.650149418664864,2.302585092994046,16,0,SYNTHETIC,synth_11165,ANOMALY,unusual_device_single,Mild,device,1,synth_11165
73.0,Akses Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.812345094177479,1.791759469228055,16,6,SYNTHETIC,synth_5903,ANOMALY,unusual_device_single,Mild,device,1,synth_5903
50.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.865955413933502,1.791759469228055,19,6,SYNTHETIC,synth_501,ANOMALY,unusual_device_single,Mild,device,1,synth_501
81.0,Logout,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.684611727667927,0.6931471805599453,21,2,SYNTHETIC,synth_8139,ANOMALY,unusual_device_single,Mild,device,1,synth_8139
6.0,Verifikasi,Berhasil,Virtual Machine,Private Network 192.168.x.x,9.208538750029554,1.6094379124341005,15,2,SYNTHETIC,synth_8434,ANOMALY,unusual_device_single,Mild,device,1,synth_8434
71.0,Akses Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.226038429485484,1.3862943611198906,20,4,SYNTHETIC,synth_5537,ANOMALY,unusual_device_single,Mild,device,1,synth_5537
24.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.676757761087575,1.6094379124341005,15,3,SYNTHETIC,synth_7280,ANOMALY,unusual_device_single,Mild,device,1,synth_7280
45.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.674152921281675,1.0986122886681098,23,4,SYNTHETIC,synth_2220,ANOMALY,unusual_device_single,Mild,device,1,synth_2220
83.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.877017895622398,2.079441541679836,20,1,SYNTHETIC,synth_6006,ANOMALY,unusual_device_single,Mild,device,1,synth_6006
56.0,Login,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.8966943316227125,0.6931471805599453,16,4,SYNTHETIC,synth_6687,ANOMALY,unusual_device_single,Mild,device,1,synth_6687
46.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.458928283284262,1.9459101490553128,21,1,SYNTHETIC,synth_14958,ANOMALY,unusual_device_single,Mild,device,1,synth_14958
42.0,Akses Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.502738210754851,1.3862943611198906,23,2,SYNTHETIC,synth_4658,ANOMALY,unusual_device_single,Mild,device,1,synth_4658
6.0,Login,Berhasil,Virtual Machine,Localhost / Loopback,0.0,0.6931471805599453,22,0,REAL_DB,real_db_237,ANOMALY,unusual_device_single,Mild,device,1,real_db_237
85.0,Logout,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.035268599281097,0.6931471805599453,21,1,SYNTHETIC,synth_5694,ANOMALY,unusual_device_single,Mild,device,1,synth_5694
47.0,Logout,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.036148493750536,0.6931471805599453,19,1,SYNTHETIC,synth_4877,ANOMALY,unusual_device_single,Mild,device,1,synth_4877
37.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.580543506917,1.3862943611198906,18,2,SYNTHETIC,synth_13100,ANOMALY,unusual_device_single,Mild,device,1,synth_13100
23.0,Akses Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.112527763478637,1.6094379124341005,15,1,SYNTHETIC,synth_6302,ANOMALY,unusual_device_single,Mild,device,1,synth_6302
28.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.752335163302292,0.6931471805599453,22,0,SYNTHETIC,synth_853,ANOMALY,unusual_device_single,Mild,device,1,synth_853
8.0,Login,Berhasil,Virtual Machine,Localhost / Loopback,0.0,0.6931471805599453,9,3,REAL_DB,real_db_199,ANOMALY,unusual_device_single,Mild,device,1,real_db_199
48.0,Kelola Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.892452043520352,2.302585092994046,22,2,SYNTHETIC,synth_10490,ANOMALY,unusual_device_single,Mild,device,1,synth_10490
47.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.456593569287309,1.0986122886681098,15,6,SYNTHETIC,synth_14304,ANOMALY,unusual_device_single,Mild,device,1,synth_14304
55.0,Kelola Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.90910013492555,2.19722457733622,20,0,SYNTHETIC,synth_6853,ANOMALY,unusual_device_single,Mild,device,1,synth_6853
55.0,Logout,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.236369590203704,0.6931471805599453,16,2,SYNTHETIC,synth_7548,ANOMALY,unusual_device_single,Mild,device,1,synth_7548
57.0,Login,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.091309882077698,0.6931471805599453,14,4,SYNTHETIC,synth_6405,ANOMALY,unusual_device_single,Mild,device,1,synth_6405
58.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.313220387090301,1.9459101490553128,23,4,SYNTHETIC,synth_2750,ANOMALY,unusual_device_single,Mild,device,1,synth_2750
78.0,Login,Gagal,Virtual Machine,Private Network 192.168.x.x,6.677083461247136,0.6931471805599453,14,4,SYNTHETIC,synth_10567,ANOMALY,unusual_device_single,Mild,device,1,synth_10567
68.0,Logout,Berhasil,Virtual Machine,Private Network 192.168.x.x,5.513428746164983,0.6931471805599453,23,4,SYNTHETIC,synth_4748,ANOMALY,unusual_device_single,Mild,device,1,synth_4748
32.0,Akses Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.163371316459912,2.302585092994046,20,5,SYNTHETIC,synth_453,ANOMALY,unusual_device_single,Mild,device,1,synth_453
71.0,Login,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.9985096422506015,0.6931471805599453,18,2,SYNTHETIC,synth_6333,ANOMALY,unusual_device_single,Mild,device,1,synth_6333
78.0,Login,Berhasil,Virtual Machine,Private Network 192.168.x.x,6.1779441140506,0.6931471805599453,18,6,SYNTHETIC,synth_1669,ANOMALY,unusual_device_single,Mild,device,1,synth_1669
83.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.644178203170727,2.079441541679836,17,2,SYNTHETIC,synth_8110,ANOMALY,unusual_device_single,Mild,device,1,synth_8110
53.0,Akses Berkas,Berhasil,Virtual Machine,Private Network 192.168.x.x,7.971085753505607,2.3978952727983707,18,6,SYNTHETIC,synth_5087,ANOMALY,unusual_device_single,Mild,device,1,synth_5087
56.0,Kelola Perkara,Berhasil,Virtual Machine,Private Network 192.168.x.x,8.628376720376853,1.3862943611198906,19,2,SYNTHETIC,synth_8121,ANOMALY,unusual_device_single,Mild,device,1,synth_8121
61.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,6.354370040797351,0.6931471805599453,0,4,SYNTHETIC,synth_7355,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_7355
29.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.376781037699493,1.9459101490553128,0,3,SYNTHETIC,synth_13647,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_13647
1.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.334329350300536,1.0986122886681098,5,4,SYNTHETIC,synth_4709,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_4709
48.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,9.321613374385612,2.302585092994046,2,1,SYNTHETIC,synth_3136,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_3136
67.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.133398042996649,0.6931471805599453,1,3,SYNTHETIC,synth_1856,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_1856
55.0,Kelola User,Gagal,PC Windows,Private Network 192.168.x.x,7.429520842786462,0.6931471805599453,1,5,SYNTHETIC,synth_2785,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_2785
23.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.10002716662926,2.302585092994046,1,2,SYNTHETIC,synth_8095,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_8095
25.0,Kelola User,Berhasil,iOS,Private Network 192.168.x.x,8.18423477409482,1.791759469228055,5,5,SYNTHETIC,synth_5548,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_5548
85.0,Kelola User,Gagal,PC Windows,Private Network 192.168.x.x,7.318539548567902,1.6094379124341005,0,2,SYNTHETIC,synth_1252,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_1252
49.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.249925536717988,0.6931471805599453,5,2,SYNTHETIC,synth_6612,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_6612
61.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,8.37655086161377,2.302585092994046,5,4,SYNTHETIC,synth_3300,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_3300
24.0,Kelola User,Berhasil,iOS,Private Network 192.168.x.x,7.049254841255837,0.6931471805599453,4,1,SYNTHETIC,synth_14953,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_14953
26.0,Kelola User,Berhasil,iOS,Private Network 192.168.x.x,7.0825485693553,0.6931471805599453,0,5,SYNTHETIC,synth_14274,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_14274
63.0,Kelola User,Berhasil,iOS,Private Network 192.168.x.x,7.583756300707112,0.6931471805599453,4,3,SYNTHETIC,synth_1002,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_1002
65.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.403574197934815,0.6931471805599453,3,3,SYNTHETIC,synth_8197,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_8197
27.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.230044310126114,1.0986122886681098,0,3,SYNTHETIC,synth_8796,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_8796
18.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.4457198193855785,0.6931471805599453,0,2,SYNTHETIC,synth_1514,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_1514
45.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.749753406274437,2.079441541679836,0,3,SYNTHETIC,synth_11629,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_11629
86.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,7.945201132412759,1.791759469228055,1,2,SYNTHETIC,synth_11898,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_11898
58.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.865891074883439,1.791759469228055,1,6,SYNTHETIC,synth_3724,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_3724
68.0,Kelola User,Gagal,PC Windows,Private Network 192.168.x.x,6.910750787961936,0.6931471805599453,4,2,SYNTHETIC,synth_6954,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_6954
77.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.618738983517219,0.6931471805599453,4,4,SYNTHETIC,synth_7894,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_7894
63.0,Kelola User,Berhasil,iOS,Private Network 192.168.x.x,6.90875477931522,1.3862943611198906,0,5,SYNTHETIC,synth_2774,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_2774
77.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.28121766128665,2.3978952727983707,4,0,SYNTHETIC,synth_13293,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_13293
20.0,Kelola User,Berhasil,iOS,Private Network 192.168.x.x,8.644706511715198,2.19722457733622,1,5,SYNTHETIC,synth_14824,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_14824
6.0,Kelola User,Berhasil,Unknown Device,Localhost / Loopback,0.0,0.6931471805599453,5,3,REAL_DB,real_db_148,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,real_db_148
31.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,8.567315800819449,1.791759469228055,5,4,SYNTHETIC,synth_9122,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_9122
18.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,5.808142489980444,0.6931471805599453,5,0,SYNTHETIC,synth_10404,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_10404
41.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.39615486303918,2.3978952727983707,4,6,SYNTHETIC,synth_2276,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_2276
73.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,5.831882477283517,0.6931471805599453,3,1,SYNTHETIC,synth_10933,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_10933
6.0,Kelola User,Berhasil,Unknown Device,Localhost / Loopback,0.0,0.6931471805599453,1,3,REAL_DB,real_db_168,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,real_db_168
84.0,Kelola User,Berhasil,Unknown Device,Localhost / Loopback,0.0,0.6931471805599453,3,1,REAL_DB,real_db_253,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,real_db_253
57.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.298445101508147,0.6931471805599453,4,6,SYNTHETIC,synth_8911,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_8911
18.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.318539548567902,0.6931471805599453,2,1,SYNTHETIC,synth_14679,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_14679
64.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.380122536899765,0.6931471805599453,0,5,SYNTHETIC,synth_2768,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_2768
65.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.767687277186908,1.9459101490553128,1,0,SYNTHETIC,synth_11202,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_11202
42.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,8.697679732264463,2.3978952727983707,5,0,SYNTHETIC,synth_1167,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_1167
6.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,9.368881400104732,2.079441541679836,3,5,SYNTHETIC,synth_12926,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_12926
84.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.662504922576291,1.3862943611198906,2,6,SYNTHETIC,synth_3436,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_3436
54.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.214608098422191,0.6931471805599453,2,5,SYNTHETIC,synth_4288,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_4288
45.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.826044013518965,2.302585092994046,1,3,SYNTHETIC,synth_13967,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_13967
66.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.630878955820053,1.0986122886681098,1,0,SYNTHETIC,synth_10089,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_10089
84.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.570443252057374,0.6931471805599453,2,2,SYNTHETIC,synth_6048,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_6048
43.0,Kelola User,Gagal,iOS,Private Network 192.168.x.x,6.660575149839686,0.6931471805599453,0,4,SYNTHETIC,synth_9082,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_9082
73.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,5.783825182329737,0.6931471805599453,0,1,SYNTHETIC,synth_10694,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_10694
8.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.418180822726788,0.6931471805599453,3,6,SYNTHETIC,synth_13509,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_13509
72.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,6.86171134048073,1.9459101490553128,0,1,SYNTHETIC,synth_14697,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_14697
81.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.603737792816423,1.6094379124341005,2,4,SYNTHETIC,synth_3317,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_3317
39.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.345636360828596,0.6931471805599453,2,4,SYNTHETIC,synth_2226,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_2226
28.0,Kelola User,Berhasil,iOS,Private Network 192.168.x.x,8.434463543817241,2.302585092994046,4,0,SYNTHETIC,synth_5967,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_5967
20.0,Kelola User,Berhasil,iOS,Private Network 192.168.x.x,6.674561391814426,0.6931471805599453,2,4,SYNTHETIC,synth_7643,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_7643
58.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.199678345691172,0.6931471805599453,0,0,SYNTHETIC,synth_12705,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_12705
43.0,Kelola User,Berhasil,iOS,Private Network 192.168.x.x,7.552237287560802,0.6931471805599453,5,1,SYNTHETIC,synth_6900,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_6900
34.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.992096427415888,0.6931471805599453,3,4,SYNTHETIC,synth_13432,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_13432
46.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.703188113240863,0.6931471805599453,4,4,SYNTHETIC,synth_1607,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_1607
6.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.525161361065415,1.791759469228055,0,4,SYNTHETIC,synth_3276,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_3276
51.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.122371243406553,2.302585092994046,3,0,SYNTHETIC,synth_7466,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_7466
58.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.65032450401942,2.3978952727983707,0,6,SYNTHETIC,synth_6192,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_6192
49.0,Kelola User,Gagal,PC Windows,Private Network 192.168.x.x,7.216709486709457,0.6931471805599453,4,3,SYNTHETIC,synth_2407,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_2407
55.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,5.998936561946683,0.6931471805599453,2,6,SYNTHETIC,synth_5895,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_5895
69.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.574518258035507,2.3978952727983707,5,2,SYNTHETIC,synth_2677,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_2677
39.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.367764677924308,0.6931471805599453,4,0,SYNTHETIC,synth_4045,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_4045
49.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.057036981697891,0.6931471805599453,2,0,SYNTHETIC,synth_12991,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_12991
36.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.335191583433202,1.791759469228055,4,6,SYNTHETIC,synth_5608,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_5608
73.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,7.473069088032197,0.6931471805599453,1,6,SYNTHETIC,synth_197,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_197
55.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,5.983936280687191,0.6931471805599453,5,6,SYNTHETIC,synth_5890,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_5890
48.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.232010331664759,0.6931471805599453,0,5,SYNTHETIC,synth_14573,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_14573
66.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.5998704992128365,0.6931471805599453,0,3,SYNTHETIC,synth_12808,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_12808
72.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,5.996452088619021,0.6931471805599453,5,5,SYNTHETIC,synth_13248,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_13248
45.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.354370040797351,1.6094379124341005,1,3,SYNTHETIC,synth_11630,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_11630
8.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.349957272040324,1.9459101490553128,2,0,SYNTHETIC,synth_10410,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_10410
51.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.205635176410364,0.6931471805599453,0,5,SYNTHETIC,synth_5333,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_5333
46.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.683360945766275,0.6931471805599453,1,6,SYNTHETIC,synth_1652,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_1652
77.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.422971251049421,1.9459101490553128,0,4,SYNTHETIC,synth_7342,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_7342
54.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.310550158534422,0.6931471805599453,3,3,SYNTHETIC,synth_70,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_70
31.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,6.285998094508865,0.6931471805599453,2,6,SYNTHETIC,synth_7725,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_7725
37.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.556427969440253,2.079441541679836,3,3,SYNTHETIC,synth_10529,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_10529
18.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.258412150595307,0.6931471805599453,5,3,SYNTHETIC,synth_3906,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_3906
74.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.231287004327616,0.6931471805599453,2,0,SYNTHETIC,synth_1191,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_1191
55.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.113142108707088,0.6931471805599453,1,6,SYNTHETIC,synth_1146,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_1146
39.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.999422467507961,0.6931471805599453,2,4,SYNTHETIC,synth_4991,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_4991
76.0,Kelola User,Berhasil,iOS,Private Network 192.168.x.x,7.979338895262328,2.19722457733622,2,2,SYNTHETIC,synth_2153,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_2153
55.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.665284718471351,2.19722457733622,1,4,SYNTHETIC,synth_12895,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_12895
39.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.453827315794417,0.6931471805599453,5,1,SYNTHETIC,synth_2636,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_2636
21.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,7.923710333969238,2.3978952727983707,2,1,SYNTHETIC,synth_4609,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_4609
86.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,8.07961802938984,1.3862943611198906,5,1,SYNTHETIC,synth_8057,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_8057
68.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,8.36264243156764,1.0986122886681098,5,4,SYNTHETIC,synth_4746,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_4746
66.0,Kelola User,Berhasil,PC Windows,Private Network 192.168.x.x,6.706862336602747,0.6931471805599453,5,6,SYNTHETIC,synth_7703,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_7703
40.0,Kelola User,Berhasil,Android,Private Network 192.168.x.x,7.1693500166706,0.6931471805599453,0,6,SYNTHETIC,synth_12096,ANOMALY,offhours_sensitive_access,Moderate,"hour,activity",2,synth_12096
