Threshold,TP,FP,TN,FN,Precision,Recall,F1-Score,FPR,FNR,Youden_J
0.333,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,0.232
0.334,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,0.232
0.335,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,0.232
0.336,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,0.232
0.337,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,0.232
0.338,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,0.232
0.339,174,0,2075,576,1.0,0.232,0.3766,0.0,0.768,0.232
0.34,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.341,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.342,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.343,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.34400000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.34500000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.34600000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.34700000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.34800000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.34900000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.35000000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.35100000000000003,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.35200000000000004,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.353,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.354,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.355,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.356,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.357,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.358,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.359,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.36,173,0,2075,577,1.0,0.2307,0.3749,0.0,0.7693,0.2307
0.361,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,0.2293
0.362,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,0.2293
0.363,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,0.2293
0.364,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,0.2293
0.365,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,0.2293
0.366,172,0,2075,578,1.0,0.2293,0.3731,0.0,0.7707,0.2293
0.367,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.368,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.369,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.37,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.371,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.372,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.373,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.374,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.375,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.376,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.377,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.378,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.379,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.38,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.381,171,0,2075,579,1.0,0.228,0.3713,0.0,0.772,0.228
0.382,170,0,2075,580,1.0,0.2267,0.3696,0.0,0.7733,0.2267
0.383,170,0,2075,580,1.0,0.2267,0.3696,0.0,0.7733,0.2267
0.384,170,0,2075,580,1.0,0.2267,0.3696,0.0,0.7733,0.2267
0.385,170,0,2075,580,1.0,0.2267,0.3696,0.0,0.7733,0.2267
0.386,170,0,2075,580,1.0,0.2267,0.3696,0.0,0.7733,0.2267
0.387,170,0,2075,580,1.0,0.2267,0.3696,0.0,0.7733,0.2267
0.388,169,0,2075,581,1.0,0.2253,0.3678,0.0,0.7747,0.2253
0.389,169,0,2075,581,1.0,0.2253,0.3678,0.0,0.7747,0.2253
0.39,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.391,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.392,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.393,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.394,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.395,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.396,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.397,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.398,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.399,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.4,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.401,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.402,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.403,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.404,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.405,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.406,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.40700000000000003,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.40800000000000003,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.40900000000000003,168,0,2075,582,1.0,0.224,0.366,0.0,0.776,0.224
0.41000000000000003,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,0.2227
0.41100000000000003,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,0.2227
0.41200000000000003,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,0.2227
0.41300000000000003,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,0.2227
0.41400000000000003,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,0.2227
0.41500000000000004,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,0.2227
0.41600000000000004,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,0.2227
0.41700000000000004,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,0.2227
0.418,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,0.2227
0.419,167,0,2075,583,1.0,0.2227,0.3642,0.0,0.7773,0.2227
0.42,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.421,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.422,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.423,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.424,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.425,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.426,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.427,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.428,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.429,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.43,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.431,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.432,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.433,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.434,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.435,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.436,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.437,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.438,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.439,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.44,166,0,2075,584,1.0,0.2213,0.3624,0.0,0.7787,0.2213
0.441,165,0,2075,585,1.0,0.22,0.3607,0.0,0.78,0.22
0.442,165,0,2075,585,1.0,0.22,0.3607,0.0,0.78,0.22
0.443,165,0,2075,585,1.0,0.22,0.3607,0.0,0.78,0.22
0.444,164,0,2075,586,1.0,0.2187,0.3589,0.0,0.7813,0.2187
0.445,164,0,2075,586,1.0,0.2187,0.3589,0.0,0.7813,0.2187
0.446,164,0,2075,586,1.0,0.2187,0.3589,0.0,0.7813,0.2187
0.447,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.448,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.449,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.45,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.451,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.452,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.453,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.454,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.455,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.456,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.457,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.458,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.459,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.46,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.461,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.462,163,0,2075,587,1.0,0.2173,0.3571,0.0,0.7827,0.2173
0.463,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.464,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.465,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.466,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.467,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.468,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.46900000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.47000000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.47100000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.47200000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.47300000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.47400000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.47500000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.47600000000000003,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.47700000000000004,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.47800000000000004,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.47900000000000004,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.48000000000000004,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.481,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.482,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.483,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.484,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.485,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.486,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.487,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.488,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.489,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.49,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.491,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.492,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.493,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.494,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.495,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.496,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.497,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.498,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.499,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.5,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.501,162,0,2075,588,1.0,0.216,0.3553,0.0,0.784,0.216
0.502,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.503,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.504,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.505,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.506,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.507,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.508,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.509,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.51,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.511,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.512,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.513,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.514,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.515,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.516,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.517,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.518,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.519,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.52,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.521,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.522,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.523,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.524,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.525,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.526,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.527,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.528,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.529,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.53,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.531,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.532,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.533,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.534,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.535,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.536,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.537,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.538,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.539,161,0,2075,589,1.0,0.2147,0.3535,0.0,0.7853,0.2147
0.54,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.541,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.542,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.543,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.544,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.545,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.546,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.547,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.548,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.549,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.55,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.551,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.552,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.553,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.554,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.555,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.556,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.557,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.558,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.559,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.56,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.561,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.562,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.5630000000000001,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.5640000000000001,160,0,2075,590,1.0,0.2133,0.3516,0.0,0.7867,0.2133
0.5650000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,0.212
0.5660000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,0.212
0.5670000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,0.212
0.5680000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,0.212
0.5690000000000001,159,0,2075,591,1.0,0.212,0.3498,0.0,0.788,0.212
0.5700000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.5710000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.5720000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.5730000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.5740000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.5750000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.5760000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.5770000000000001,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.578,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.579,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.58,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.581,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.582,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.583,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.584,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.585,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.586,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.587,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.588,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.589,158,0,2075,592,1.0,0.2107,0.348,0.0,0.7893,0.2107
0.59,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.591,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.592,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.593,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.594,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.595,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.596,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.597,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.598,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.599,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.6,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.601,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.602,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.603,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.604,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.605,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.606,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.607,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.608,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.609,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.61,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.611,157,0,2075,593,1.0,0.2093,0.3462,0.0,0.7907,0.2093
0.612,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.613,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.614,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.615,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.616,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.617,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.618,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.619,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.62,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.621,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.622,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.623,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.624,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.625,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.626,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.627,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.628,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.629,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.63,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.631,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.632,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.633,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.634,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.635,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.636,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.637,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.638,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.639,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.64,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.641,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.642,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.643,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.644,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.645,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.646,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.647,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.648,156,0,2075,594,1.0,0.208,0.3444,0.0,0.792,0.208
0.649,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.65,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.651,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.652,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.653,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.654,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.655,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.656,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.657,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.658,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.659,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.66,155,0,2075,595,1.0,0.2067,0.3425,0.0,0.7933,0.2067
0.661,154,0,2075,596,1.0,0.2053,0.3407,0.0,0.7947,0.2053
0.662,152,0,2075,598,1.0,0.2027,0.337,0.0,0.7973,0.2027
0.663,152,0,2075,598,1.0,0.2027,0.337,0.0,0.7973,0.2027
0.664,152,0,2075,598,1.0,0.2027,0.337,0.0,0.7973,0.2027
0.665,150,0,2075,600,1.0,0.2,0.3333,0.0,0.8,0.2
0.666,150,0,2075,600,1.0,0.2,0.3333,0.0,0.8,0.2
0.667,149,0,2075,601,1.0,0.1987,0.3315,0.0,0.8013,0.1987
0.668,149,0,2075,601,1.0,0.1987,0.3315,0.0,0.8013,0.1987
0.669,149,0,2075,601,1.0,0.1987,0.3315,0.0,0.8013,0.1987
0.67,149,0,2075,601,1.0,0.1987,0.3315,0.0,0.8013,0.1987
0.671,149,0,2075,601,1.0,0.1987,0.3315,0.0,0.8013,0.1987
0.672,149,0,2075,601,1.0,0.1987,0.3315,0.0,0.8013,0.1987
0.673,148,0,2075,602,1.0,0.1973,0.3296,0.0,0.8027,0.1973
0.674,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,0.196
0.675,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,0.196
0.676,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,0.196
0.677,147,0,2075,603,1.0,0.196,0.3278,0.0,0.804,0.196
