source_type,source_id,user_id,aksi,status,device,ip_address,durasi_ms,jumlah_objek,waktu,is_anomali,risk_level_source,candidate_type,_hb,_act,_dev,_ip,_ob,_db,anomaly_type,severity,base_record_id,mutated_features,raw_before,raw_after,primary_joint_combination,primary_joint_frequency,primary_rarity_score,secondary_joint_combination,secondary_joint_frequency,secondary_rarity_score,threat_rationale,preprocessing_status,candidate_inference_status,reconstruction_mse
SYNTHETIC,synth_13210,55,Input Berkas,Berhasil,Virtual Machine,8.8.8.8,2605.0,10.0,2025-11-14 16:00:16,False,Normal,ANOMALY_V4,18-23,Akses Berkas,PC Windows,Private Network 192.168.x.x,"(6.0, 10.0]","(1951.4, 4051.0]",suspicious_external_access,Mild,synth_13210,"ip_address,device","{""aksi"": ""Input Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.92"", ""durasi_ms"": 2605.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-11-14 16:00:16""}","{""aksi"": ""Input Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 2605.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-11-14 16:00:16""}","[""18-23"", ""Kelola Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.75070906
SYNTHETIC,synth_11425,84,Login,Berhasil,Virtual Machine,8.8.8.8,1221.0,1.0,2025-10-04 16:57:03,False,Normal,ANOMALY_V4,12-17,Logout,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(788.0, 1266.6]",suspicious_external_access,Mild,synth_11425,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.41"", ""durasi_ms"": 1221.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-10-04 16:57:03""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1221.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-10-04 16:57:03""}","[""18-23"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.8001082
SYNTHETIC,synth_14359,38,Login,Berhasil,Virtual Machine,8.8.8.8,1445.0,1.0,2025-12-15 10:28:43,False,Normal,ANOMALY_V4,,,,,"(0.999, 6.0]","(1266.6, 1951.4]",suspicious_external_access,Mild,synth_14359,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.208"", ""durasi_ms"": 1445.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-12-15 10:28:43""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1445.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-12-15 10:28:43""}","[""12-17"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.7958753
SYNTHETIC,synth_1263,52,Login,Berhasil,Virtual Machine,8.8.8.8,824.0,1.0,2025-01-30 07:11:22,False,Normal,ANOMALY_V4,12-17,Logout,Android,Private Network 192.168.x.x,"(0.999, 6.0]","(788.0, 1266.6]",suspicious_external_access,Mild,synth_1263,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.99"", ""durasi_ms"": 824.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-01-30 07:11:22""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 824.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-01-30 07:11:22""}","[""12-17"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.81178737
SYNTHETIC,synth_9597,28,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,5903.0,7.0,2025-08-20 12:32:45,False,Normal,ANOMALY_V4,18-23,Kelola Perkara,PC Windows,Private Network 192.168.x.x,"(6.0, 10.0]","(4051.0, 11997.0]",suspicious_external_access,Mild,synth_9597,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.73"", ""durasi_ms"": 5903.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-08-20 12:32:45""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 5903.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-08-20 12:32:45""}","[""18-23"", ""Akses Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.84211016
SYNTHETIC,synth_11355,63,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,5020.0,4.0,2025-10-03 15:20:58,False,Normal,ANOMALY_V4,12-17,Login,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(4051.0, 11997.0]",suspicious_external_access,Mild,synth_11355,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.58"", ""durasi_ms"": 5020.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-10-03 15:20:58""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 5020.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-10-03 15:20:58""}","[""18-23"", ""Akses Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.8786919
SYNTHETIC,synth_5811,8,Login,Berhasil,Virtual Machine,8.8.8.8,1180.0,1.0,2025-05-23 10:23:47,False,Normal,ANOMALY_V4,18-23,Kelola Perkara,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(788.0, 1266.6]",suspicious_external_access,Mild,synth_5811,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.37"", ""durasi_ms"": 1180.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-05-23 10:23:47""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1180.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-05-23 10:23:47""}","[""12-17"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.8258061
SYNTHETIC,synth_2994,22,Logout,Berhasil,Virtual Machine,8.8.8.8,1235.0,1.0,2025-03-14 12:07:41,False,Normal,ANOMALY_V4,12-17,Logout,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(788.0, 1266.6]",suspicious_external_access,Mild,synth_2994,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.57"", ""durasi_ms"": 1235.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-03-14 12:07:41""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1235.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-03-14 12:07:41""}","[""18-23"", ""Logout"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.80859095
SYNTHETIC,synth_10544,1,Logout,Berhasil,Virtual Machine,8.8.8.8,960.0,1.0,2025-09-11 13:40:18,False,Normal,ANOMALY_V4,18-23,Kelola Perkara,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(788.0, 1266.6]",suspicious_external_access,Mild,synth_10544,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.8"", ""durasi_ms"": 960.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-11 13:40:18""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 960.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-11 13:40:18""}","[""18-23"", ""Logout"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.79480135
SYNTHETIC,synth_506,18,Logout,Berhasil,Virtual Machine,8.8.8.8,771.0,1.0,2025-01-12 13:37:46,False,Normal,ANOMALY_V4,18-23,Logout,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(199.999, 788.0]",suspicious_external_access,Mild,synth_506,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.175"", ""durasi_ms"": 771.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-01-12 13:37:46""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 771.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-01-12 13:37:46""}","[""18-23"", ""Logout"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.79059476
SYNTHETIC,synth_8098,76,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,3635.0,3.0,2025-07-16 08:38:10,False,Normal,ANOMALY_V4,12-17,Akses Berkas,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(1951.4, 4051.0]",suspicious_external_access,Mild,synth_8098,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.139"", ""durasi_ms"": 3635.0, ""jumlah_objek"": 3.0, ""waktu"": ""2025-07-16 08:38:10""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 3635.0, ""jumlah_objek"": 3.0, ""waktu"": ""2025-07-16 08:38:10""}","[""12-17"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.86166704
SYNTHETIC,synth_7246,47,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,1990.0,4.0,2025-06-25 10:15:19,False,Normal,ANOMALY_V4,18-23,Logout,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(1951.4, 4051.0]",suspicious_external_access,Mild,synth_7246,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.13"", ""durasi_ms"": 1990.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-06-25 10:15:19""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1990.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-06-25 10:15:19""}","[""12-17"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.7827833
SYNTHETIC,synth_7953,73,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,5692.0,1.0,2025-07-13 09:47:09,False,Normal,ANOMALY_V4,18-23,Logout,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(4051.0, 11997.0]",suspicious_external_access,Mild,synth_7953,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.38"", ""durasi_ms"": 5692.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-07-13 09:47:09""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 5692.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-07-13 09:47:09""}","[""12-17"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.8522029
SYNTHETIC,synth_2482,26,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,4668.0,5.0,2025-02-28 15:24:41,False,Normal,ANOMALY_V4,18-23,Kelola Perkara,Android,Private Network 192.168.x.x,"(0.999, 6.0]","(4051.0, 11997.0]",suspicious_external_access,Mild,synth_2482,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.109"", ""durasi_ms"": 4668.0, ""jumlah_objek"": 5.0, ""waktu"": ""2025-02-28 15:24:41""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 4668.0, ""jumlah_objek"": 5.0, ""waktu"": ""2025-02-28 15:24:41""}","[""18-23"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.7964791
SYNTHETIC,synth_7322,73,Login,Berhasil,Virtual Machine,8.8.8.8,1815.0,1.0,2025-06-26 14:06:45,False,Normal,ANOMALY_V4,18-23,Logout,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(1266.6, 1951.4]",suspicious_external_access,Mild,synth_7322,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.38"", ""durasi_ms"": 1815.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-06-26 14:06:45""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1815.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-06-26 14:06:45""}","[""18-23"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.8152926
SYNTHETIC,synth_13774,67,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,1838.0,7.0,2025-11-30 07:37:27,False,Normal,ANOMALY_V4,,,,,"(6.0, 10.0]","(1266.6, 1951.4]",suspicious_external_access,Mild,synth_13774,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.104"", ""durasi_ms"": 1838.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-11-30 07:37:27""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1838.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-11-30 07:37:27""}","[""12-17"", ""Akses Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.79778695
SYNTHETIC,synth_14127,29,Login,Berhasil,Virtual Machine,8.8.8.8,1026.0,1.0,2025-12-09 10:35:19,False,Normal,ANOMALY_V4,,,,,"(0.999, 6.0]","(788.0, 1266.6]",suspicious_external_access,Mild,synth_14127,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.196"", ""durasi_ms"": 1026.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-12-09 10:35:19""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1026.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-12-09 10:35:19""}","[""12-17"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.7699496
SYNTHETIC,synth_3583,28,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,2036.0,2.0,2025-03-26 15:58:36,False,Normal,ANOMALY_V4,18-23,Login,Android,Private Network 192.168.x.x,"(0.999, 6.0]","(1951.4, 4051.0]",suspicious_external_access,Mild,synth_3583,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.73"", ""durasi_ms"": 2036.0, ""jumlah_objek"": 2.0, ""waktu"": ""2025-03-26 15:58:36""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 2036.0, ""jumlah_objek"": 2.0, ""waktu"": ""2025-03-26 15:58:36""}","[""18-23"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.807687
SYNTHETIC,synth_4928,63,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,4010.0,4.0,2025-04-30 16:12:45,False,Normal,ANOMALY_V4,18-23,Logout,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(1951.4, 4051.0]",suspicious_external_access,Mild,synth_4928,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.58"", ""durasi_ms"": 4010.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-04-30 16:12:45""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 4010.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-04-30 16:12:45""}","[""18-23"", ""Akses Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.85193807
SYNTHETIC,synth_4984,36,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,3276.0,3.0,2025-05-02 07:32:14,False,Normal,ANOMALY_V4,18-23,Login,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(1951.4, 4051.0]",suspicious_external_access,Mild,synth_4984,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.93"", ""durasi_ms"": 3276.0, ""jumlah_objek"": 3.0, ""waktu"": ""2025-05-02 07:32:14""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 3276.0, ""jumlah_objek"": 3.0, ""waktu"": ""2025-05-02 07:32:14""}","[""12-17"", ""Kelola Perkara"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.86117774
SYNTHETIC,synth_4649,21,Logout,Berhasil,Virtual Machine,8.8.8.8,1480.0,1.0,2025-04-23 13:15:52,False,Normal,ANOMALY_V4,12-17,Login,iOS,Private Network 192.168.x.x,"(0.999, 6.0]","(1266.6, 1951.4]",suspicious_external_access,Mild,synth_4649,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.9"", ""durasi_ms"": 1480.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-04-23 13:15:52""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1480.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-04-23 13:15:52""}","[""18-23"", ""Logout"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.8063926
SYNTHETIC,synth_13297,48,Input Berkas,Berhasil,Virtual Machine,8.8.8.8,11249.0,10.0,2025-11-17 10:41:10,False,Normal,ANOMALY_V4,18-23,Kelola Perkara,PC Windows,Private Network 192.168.x.x,"(6.0, 10.0]","(4051.0, 11997.0]",suspicious_external_access,Mild,synth_13297,"ip_address,device","{""aksi"": ""Input Berkas"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.199"", ""durasi_ms"": 11249.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-11-17 10:41:10""}","{""aksi"": ""Input Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 11249.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-11-17 10:41:10""}","[""12-17"", ""Kelola Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.8100457
SYNTHETIC,synth_10576,79,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,2423.0,7.0,2025-09-12 08:10:54,False,Normal,ANOMALY_V4,18-23,Akses Berkas,PC Windows,Private Network 192.168.x.x,"(6.0, 10.0]","(1951.4, 4051.0]",suspicious_external_access,Mild,synth_10576,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.104"", ""durasi_ms"": 2423.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-09-12 08:10:54""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 2423.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-09-12 08:10:54""}","[""12-17"", ""Akses Berkas"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.81374896
SYNTHETIC,synth_13221,24,Login,Berhasil,Virtual Machine,8.8.8.8,843.0,1.0,2025-11-15 08:49:12,False,Normal,ANOMALY_V4,18-23,Login,Android,Private Network 192.168.x.x,"(0.999, 6.0]","(788.0, 1266.6]",suspicious_external_access,Mild,synth_13221,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.8"", ""durasi_ms"": 843.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-11-15 08:49:12""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 843.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-11-15 08:49:12""}","[""12-17"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.80031705
SYNTHETIC,synth_11810,74,Login,Berhasil,Virtual Machine,8.8.8.8,352.0,1.0,2025-10-13 10:07:20,False,Normal,ANOMALY_V4,12-17,Kelola Perkara,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(199.999, 788.0]",suspicious_external_access,Mild,synth_11810,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.37"", ""durasi_ms"": 352.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-10-13 10:07:20""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 352.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-10-13 10:07:20""}","[""12-17"", ""Login"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.6895094
SYNTHETIC,synth_10804,61,Logout,Berhasil,Virtual Machine,8.8.8.8,733.0,1.0,2025-09-19 08:51:12,False,Normal,ANOMALY_V4,18-23,Kelola Perkara,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(199.999, 788.0]",suspicious_external_access,Mild,synth_10804,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.99"", ""durasi_ms"": 733.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-19 08:51:12""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 733.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-19 08:51:12""}","[""12-17"", ""Logout"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.76500726
SYNTHETIC,synth_4752,66,Logout,Berhasil,Virtual Machine,8.8.8.8,416.0,1.0,2025-04-25 16:26:21,False,Normal,ANOMALY_V4,12-17,Logout,PC Windows,Private Network 192.168.x.x,"(0.999, 6.0]","(199.999, 788.0]",suspicious_external_access,Mild,synth_4752,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.208"", ""durasi_ms"": 416.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-04-25 16:26:21""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 416.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-04-25 16:26:21""}","[""18-23"", ""Logout"", ""Virtual Machine"", ""Public IP Address""]",0.0,,,,,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD,PASS_DIRECT_DISK,0.6906201
