source_type,source_id,user_id,aksi,status,device,ip_address,durasi_ms,jumlah_objek,waktu,is_anomali,risk_level_source,candidate_type,anomaly_type,severity,source_record_id,mutated_features,original_values,canonical_values,raw_numeric_domain
SYNTHETIC,synth_8120,73,Kelola User,Berhasil,Android,192.168.1.38,779.0,1.0,2025-07-16T21:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_8120,"waktu,aksi","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.38"", ""durasi_ms"": 779.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-07-16 10:33:58""}","{""user_id"": 73.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 6.659293919683638, ""object_count"": 0.6931471805599453, ""hour"": 4, ""day_of_week"": 3}",raw_before_log1p
SYNTHETIC,synth_6661,69,Kelola User,Berhasil,Laptop Windows,192.168.1.235,1179.0,7.0,2025-06-12T19:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_6661,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.235"", ""durasi_ms"": 1179.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-06-12 12:15:31""}","{""user_id"": 69.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.07326971745971, ""object_count"": 2.0794415416798357, ""hour"": 2, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_8636,78,Kelola User,Berhasil,iPhone,192.168.1.111,1987.0,1.0,2025-07-27T22:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_8636,"waktu,aksi","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.111"", ""durasi_ms"": 1987.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-07-27 07:56:01""}","{""user_id"": 78.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.59488438721652, ""object_count"": 0.6931471805599453, ""hour"": 5, ""day_of_week"": 0}",raw_before_log1p
SYNTHETIC,synth_341,61,Kelola User,Berhasil,Android,192.168.1.99,1433.0,1.0,2025-01-08T21:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_341,"waktu,aksi","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.99"", ""durasi_ms"": 1433.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-01-08 16:43:25""}","{""user_id"": 61.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.2682230211595655, ""object_count"": 0.6931471805599453, ""hour"": 4, ""day_of_week"": 3}",raw_before_log1p
SYNTHETIC,synth_2226,39,Kelola User,Berhasil,Windows,192.168.1.188,569.0,1.0,2025-02-21T20:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_2226,"waktu,aksi","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.188"", ""durasi_ms"": 569.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-02-21 16:21:43""}","{""user_id"": 39.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 6.345636360828596, ""object_count"": 0.6931471805599453, ""hour"": 3, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_350,77,Kelola User,Berhasil,PC Windows,192.168.1.193,5707.0,5.0,2025-01-09T21:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_350,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.193"", ""durasi_ms"": 5707.0, ""jumlah_objek"": 5.0, ""waktu"": ""2025-01-09 08:44:37""}","{""user_id"": 77.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.649623978596727, ""object_count"": 1.791759469228055, ""hour"": 4, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_12534,29,Kelola User,Berhasil,Windows,192.168.1.196,5296.0,4.0,2025-10-29T20:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_12534,"waktu,aksi","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.196"", ""durasi_ms"": 5296.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-10-29 15:55:36""}","{""user_id"": 29.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.574895901544526, ""object_count"": 1.6094379124341003, ""hour"": 3, ""day_of_week"": 3}",raw_before_log1p
SYNTHETIC,synth_3873,30,Kelola User,Berhasil,Laptop Windows,192.168.1.180,1362.0,1.0,2025-04-03T19:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_3873,"waktu,aksi","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.180"", ""durasi_ms"": 1362.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-04-03 10:36:35""}","{""user_id"": 30.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.217443431696533, ""object_count"": 0.6931471805599453, ""hour"": 2, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_7361,62,Kelola User,Berhasil,PC Windows,192.168.1.238,1208.0,10.0,2025-06-27T18:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_7361,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.238"", ""durasi_ms"": 1208.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-06-27 12:20:12""}","{""user_id"": 62.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.097548850614793, ""object_count"": 2.3978952727983707, ""hour"": 1, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_670,34,Kelola User,Berhasil,PC Windows,192.168.1.28,4850.0,8.0,2025-01-16T18:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_670,"waktu,aksi","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.28"", ""durasi_ms"": 4850.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-01-16 14:35:46""}","{""user_id"": 34.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.486940148245216, ""object_count"": 2.1972245773362196, ""hour"": 1, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_4494,77,Kelola User,Berhasil,PC Windows,192.168.1.193,1231.0,8.0,2025-04-18T21:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_4494,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.193"", ""durasi_ms"": 1231.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-04-18 13:36:43""}","{""user_id"": 77.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.116394144093465, ""object_count"": 2.1972245773362196, ""hour"": 4, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_10624,45,Kelola User,Berhasil,PC Windows,192.168.1.149,1039.0,1.0,2025-09-13T20:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_10624,"waktu,aksi","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.149"", ""durasi_ms"": 1039.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-13 10:48:24""}","{""user_id"": 45.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 6.946975992135418, ""object_count"": 0.6931471805599453, ""hour"": 3, ""day_of_week"": 6}",raw_before_log1p
SYNTHETIC,synth_12060,78,Kelola User,Berhasil,iPhone,192.168.1.111,1305.0,5.0,2025-10-19T17:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_12060,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.111"", ""durasi_ms"": 1305.0, ""jumlah_objek"": 5.0, ""waktu"": ""2025-10-19 08:19:47""}","{""user_id"": 78.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.174724309836376, ""object_count"": 1.791759469228055, ""hour"": 0, ""day_of_week"": 0}",raw_before_log1p
SYNTHETIC,synth_14399,8,Kelola User,Berhasil,Laptop Windows,192.168.1.37,1026.0,8.0,2025-12-16T17:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_14399,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.37"", ""durasi_ms"": 1026.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-12-16 09:07:25""}","{""user_id"": 8.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 6.934397209928558, ""object_count"": 2.1972245773362196, ""hour"": 0, ""day_of_week"": 2}",raw_before_log1p
SYNTHETIC,synth_10213,73,Kelola User,Berhasil,Android,192.168.1.38,837.0,1.0,2025-09-04T17:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_10213,"waktu,aksi","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.38"", ""durasi_ms"": 837.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-04 16:58:10""}","{""user_id"": 73.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 6.731018100482083, ""object_count"": 0.6931471805599453, ""hour"": 0, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_2755,40,Kelola User,Berhasil,Android,192.168.1.139,2832.0,3.0,2025-03-08T18:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_2755,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.139"", ""durasi_ms"": 2832.0, ""jumlah_objek"": 3.0, ""waktu"": ""2025-03-08 11:13:17""}","{""user_id"": 40.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.949091499830517, ""object_count"": 1.3862943611198906, ""hour"": 1, ""day_of_week"": 6}",raw_before_log1p
SYNTHETIC,synth_7284,57,Kelola User,Berhasil,PC Windows,192.168.1.181,4181.0,8.0,2025-06-26T22:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_7284,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.181"", ""durasi_ms"": 4181.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-06-26 08:38:30""}","{""user_id"": 57.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.338544879988579, ""object_count"": 2.1972245773362196, ""hour"": 5, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_13324,59,Kelola User,Berhasil,Laptop Windows,192.168.1.138,559.0,1.0,2025-11-17T18:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_13324,"waktu,aksi","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.138"", ""durasi_ms"": 559.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-11-17 16:08:32""}","{""user_id"": 59.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 6.327936783729195, ""object_count"": 0.6931471805599453, ""hour"": 1, ""day_of_week"": 1}",raw_before_log1p
SYNTHETIC,synth_3916,32,Kelola User,Berhasil,PC Windows,192.168.1.41,3264.0,7.0,2025-04-04T22:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_3916,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.41"", ""durasi_ms"": 3264.0, ""jumlah_objek"": 7.0, ""waktu"": ""2025-04-04 07:56:11""}","{""user_id"": 32.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.09101504171053, ""object_count"": 2.0794415416798357, ""hour"": 5, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_12564,64,Kelola User,Berhasil,PC Windows,192.168.1.217,2139.0,1.0,2025-10-30T20:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_12564,"waktu,aksi","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.217"", ""durasi_ms"": 2139.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-10-30 15:34:36""}","{""user_id"": 64.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.668561108015897, ""object_count"": 0.6931471805599453, ""hour"": 3, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_4331,46,Kelola User,Berhasil,Laptop Windows,192.168.1.182,558.0,1.0,2025-04-13T21:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_4331,"waktu,aksi","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.182"", ""durasi_ms"": 558.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-04-13 16:36:35""}","{""user_id"": 46.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 6.326149473155099, ""object_count"": 0.6931471805599453, ""hour"": 4, ""day_of_week"": 0}",raw_before_log1p
SYNTHETIC,synth_9967,76,Kelola User,Berhasil,iPhone,192.168.1.139,1550.0,8.0,2025-08-29T17:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_9967,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.139"", ""durasi_ms"": 1550.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-08-29 15:18:35""}","{""user_id"": 76.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.346655163176539, ""object_count"": 2.1972245773362196, ""hour"": 0, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_8978,79,Kelola User,Berhasil,iPhone,192.168.1.104,2773.0,2.0,2025-08-05T20:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_8978,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.104"", ""durasi_ms"": 2773.0, ""jumlah_objek"": 2.0, ""waktu"": ""2025-08-05 14:19:54""}","{""user_id"": 79.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.928045600874777, ""object_count"": 1.0986122886681098, ""hour"": 3, ""day_of_week"": 2}",raw_before_log1p
SYNTHETIC,synth_6701,23,Kelola User,Berhasil,Laptop Windows,192.168.1.131,1142.0,1.0,2025-06-13T20:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_6701,"waktu,aksi","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.131"", ""durasi_ms"": 1142.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-06-13 10:49:16""}","{""user_id"": 23.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.04141166379481, ""object_count"": 0.6931471805599453, ""hour"": 3, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_8158,47,Kelola User,Berhasil,Windows,192.168.1.13,816.0,8.0,2025-07-16T21:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_8158,"waktu,aksi","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.13"", ""durasi_ms"": 816.0, ""jumlah_objek"": 8.0, ""waktu"": ""2025-07-16 16:51:18""}","{""user_id"": 47.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 6.705639094860003, ""object_count"": 2.1972245773362196, ""hour"": 4, ""day_of_week"": 3}",raw_before_log1p
SYNTHETIC,synth_12812,31,Kelola User,Berhasil,Android,192.168.1.89,1361.0,1.0,2025-11-06T20:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_12812,"waktu,aksi","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.89"", ""durasi_ms"": 1361.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-11-06 07:51:13""}","{""user_id"": 31.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.216709486709457, ""object_count"": 0.6931471805599453, ""hour"": 3, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_7898,75,Kelola User,Berhasil,Laptop Windows,192.168.1.192,1581.0,1.0,2025-07-12T21:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_7898,"waktu,aksi","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.192"", ""durasi_ms"": 1581.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-07-12 07:24:41""}","{""user_id"": 75.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.366445148327599, ""object_count"": 0.6931471805599453, ""hour"": 4, ""day_of_week"": 6}",raw_before_log1p
SYNTHETIC,synth_11604,84,Kelola User,Berhasil,Windows,192.168.1.41,6959.0,4.0,2025-10-09T19:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_11604,"waktu,aksi","{""aksi"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.41"", ""durasi_ms"": 6959.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-10-09 08:23:54""}","{""user_id"": 84.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.847934753328465, ""object_count"": 1.6094379124341003, ""hour"": 2, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_540,38,Kelola User,Berhasil,PC Windows,192.168.1.208,5210.0,4.0,2025-01-13T21:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_540,"waktu,aksi","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.208"", ""durasi_ms"": 5210.0, ""jumlah_objek"": 4.0, ""waktu"": ""2025-01-13 10:49:53""}","{""user_id"": 38.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.558527054909215, ""object_count"": 1.6094379124341003, ""hour"": 4, ""day_of_week"": 1}",raw_before_log1p
SYNTHETIC,synth_11373,75,Kelola User,Berhasil,Laptop Windows,192.168.1.192,1899.0,1.0,2025-10-04T17:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_11373,"waktu,aksi","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.192"", ""durasi_ms"": 1899.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-10-04 07:56:53""}","{""user_id"": 75.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.549609165154532, ""object_count"": 0.6931471805599453, ""hour"": 0, ""day_of_week"": 6}",raw_before_log1p
SYNTHETIC,synth_9038,76,Kelola User,Berhasil,iPhone,192.168.1.139,959.0,1.0,2025-08-07T22:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_9038,"waktu,aksi","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.139"", ""durasi_ms"": 959.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-08-07 08:57:55""}","{""user_id"": 76.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 6.866933284461882, ""object_count"": 0.6931471805599453, ""hour"": 5, ""day_of_week"": 4}",raw_before_log1p
SYNTHETIC,synth_5056,50,Kelola User,Berhasil,Windows,192.168.1.220,1213.0,1.0,2025-05-03T22:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_5056,"waktu,aksi","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.220"", ""durasi_ms"": 1213.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-05-03 12:36:57""}","{""user_id"": 50.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.101675971619444, ""object_count"": 0.6931471805599453, ""hour"": 5, ""day_of_week"": 6}",raw_before_log1p
SYNTHETIC,synth_5160,72,Kelola User,Berhasil,Android,192.168.1.103,4060.0,10.0,2025-05-06T17:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_5160,"waktu,aksi","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.103"", ""durasi_ms"": 4060.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-05-06 15:54:46""}","{""user_id"": 72.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.309184527686298, ""object_count"": 2.3978952727983707, ""hour"": 0, ""day_of_week"": 2}",raw_before_log1p
SYNTHETIC,synth_6456,43,Kelola User,Berhasil,iPhone,192.168.1.77,880.0,6.0,2025-06-07T22:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_6456,"waktu,aksi","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.77"", ""durasi_ms"": 880.0, ""jumlah_objek"": 6.0, ""waktu"": ""2025-06-07 13:02:35""}","{""user_id"": 43.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""iOS"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 6.78105762593618, ""object_count"": 1.9459101490553132, ""hour"": 5, ""day_of_week"": 6}",raw_before_log1p
SYNTHETIC,synth_14813,8,Kelola User,Berhasil,Laptop Windows,192.168.1.37,1228.0,1.0,2025-12-26T21:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_14813,"waktu,aksi","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.37"", ""durasi_ms"": 1228.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-12-26 16:54:50""}","{""user_id"": 8.0, ""activity"": ""Kelola User"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 7.113956109566034, ""object_count"": 0.6931471805599453, ""hour"": 4, ""day_of_week"": 5}",raw_before_log1p
SYNTHETIC,synth_919,55,Kelola User,Gagal,PC Windows,192.168.1.92,5144.0,10.0,2025-01-21T19:00:00+00:00,False,Normal,ANOMALY_V3,offhours_privileged_access,Moderate,synth_919,"waktu,aksi","{""aksi"": ""Input Berkas"", ""status"": ""Gagal"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.92"", ""durasi_ms"": 5144.0, ""jumlah_objek"": 10.0, ""waktu"": ""2025-01-21 16:35:09""}","{""user_id"": 55.0, ""activity"": ""Kelola User"", ""status"": ""Gagal"", ""device"": ""PC Windows"", ""ip_address"": ""Private Network 192.168.x.x"", ""duration_ms"": 8.545780648268149, ""object_count"": 2.3978952727983707, ""hour"": 2, ""day_of_week"": 2}",raw_before_log1p
