Index,Anomaly Type,Perturbation_Magnitude_L2,Max_Abs_Z_Score,Reconstruction_MSE
10658,ANOMALY,3.8305588,3.3083744,0.0085558705
4354,ANOMALY,3.7087073,3.3083744,0.010818535
2317,ANOMALY,1.9338167,1.534181,0.05324562
9011,ANOMALY,6.4448166,5.9617515,0.44095787
12935,ANOMALY,3.6630197,2.4279678,0.09486035
8846,ANOMALY,3.461789,2.3433917,0.80356485
14200,ANOMALY,2.2722948,1.4037734,0.0039416677
6089,ANOMALY,2.7315042,2.0298824,0.063187696
3305,ANOMALY,2.9469547,2.258796,0.054214437
12791,ANOMALY,1.6253424,1.0545521,0.0015787699
2409,ANOMALY,2.4578571,1.6000391,0.08964145
1331,ANOMALY,3.4787023,2.3433917,0.66173786
4521,ANOMALY,2.844338,1.6424291,0.035618998
6218,ANOMALY,4.7040973,4.1431923,0.10961745
14862,ANOMALY,5.2369847,4.4688067,0.18031448
14081,ANOMALY,3.3689756,2.2717092,0.03371839
5226,ANOMALY,2.6477396,1.8854226,0.027259447
9388,ANOMALY,2.3482528,1.462968,0.038422838
4638,ANOMALY,3.0659478,2.4237995,0.097736016
13424,ANOMALY,5.2637453,4.948367,0.19285017
11752,ANOMALY,3.545894,2.3433917,0.84041995
1325,ANOMALY,4.2616982,3.3083744,0.07545726
3835,ANOMALY,2.796759,2.3433917,0.7619351
9697,ANOMALY,2.6783707,1.4037734,0.044237882
14053,ANOMALY,4.3179545,3.3083744,0.062165424
6452,ANOMALY,3.4194813,2.3433917,0.6972683
4451,ANOMALY,3.911945,2.3433917,0.7905226
1745,ANOMALY,3.3227966,2.3433917,0.7927364
11487,ANOMALY,2.8311608,1.5475609,0.0034043032
12242,ANOMALY,2.693168,2.4279678,0.02478231
5882,ANOMALY,7.139695,5.989769,0.10983023
1297,ANOMALY,2.815268,2.1776867,0.063784935
7514,ANOMALY,2.828766,1.9226999,0.048125748
9955,ANOMALY,5.671918,5.035449,0.3088045
1877,ANOMALY,2.096682,1.1126784,0.041617345
8890,ANOMALY,3.8170292,3.3083744,0.01219828
2591,ANOMALY,2.4872859,1.534181,0.008455931
2736,ANOMALY,2.4283524,1.8410299,0.003992829
13490,ANOMALY,3.0738726,1.7488825,0.015640192
3812,ANOMALY,3.574008,2.3433917,0.7938097
1130,ANOMALY,2.2625656,1.1589452,0.013265667
12119,ANOMALY,3.2906642,2.3433917,0.7887178
1903,ANOMALY,7.0527387,5.989769,0.10379573
8371,ANOMALY,7.1367326,5.989769,0.036353868
2276,ANOMALY,4.211308,3.4723933,0.056485184
14142,ANOMALY,2.9759104,2.3433917,0.789344
14062,ANOMALY,3.667984,2.7522001,0.1336485
11545,ANOMALY,3.0753496,1.8639588,0.03803394
3680,ANOMALY,3.9262476,2.3433917,0.7103097
13048,ANOMALY,6.6488576,6.233388,0.46380943
8571,ANOMALY,5.7504063,5.08543,0.27783343
2047,ANOMALY,4.345916,3.585094,0.17784087
6229,ANOMALY,3.3815174,2.3433917,0.87540895
1,ANOMALY,3.0838904,1.8410299,0.033638828
1078,ANOMALY,3.215247,2.7214367,0.008379292
6937,ANOMALY,2.7546494,2.3433917,0.8115543
14252,ANOMALY,2.499774,1.8410299,0.0062974277
9658,ANOMALY,2.917665,2.3433917,0.7986828
13013,ANOMALY,2.2461739,1.534181,0.0017057532
12805,ANOMALY,3.3180285,2.917204,0.16595036
13416,ANOMALY,2.7499797,2.3433917,0.8021815
4213,ANOMALY,2.9246721,1.4321377,0.027223432
11430,ANOMALY,3.6492271,2.1344988,0.018266743
12562,ANOMALY,5.626173,5.4488277,0.25051996
6481,ANOMALY,3.0041702,1.4037734,0.04521699
13591,ANOMALY,5.514714,5.117872,0.19727626
12564,ANOMALY,5.707754,5.4488277,0.21695082
13126,ANOMALY,2.5265455,1.5979764,0.017039023
2996,ANOMALY,2.9096615,2.3433917,0.8169902
6309,ANOMALY,3.1827784,2.3433917,0.7510956
7104,ANOMALY,3.8139784,2.3433917,0.7850099
12765,ANOMALY,5.6196566,5.13384,0.22772104
9864,ANOMALY,2.6694226,1.8710417,0.07731639
6105,ANOMALY,2.7684011,1.9137869,0.0052180192
6144,ANOMALY,3.499845,2.3433917,0.75552034
12926,ANOMALY,4.8074117,3.7688267,0.052707758
12496,ANOMALY,3.2308476,2.3433917,0.6589757
14540,ANOMALY,2.629098,2.1344988,0.0107857175
12556,ANOMALY,3.3265603,2.3433917,0.79171497
13777,ANOMALY,2.8857257,1.5039368,0.006068169
7985,ANOMALY,6.2869277,5.7639246,0.28706667
6290,ANOMALY,3.092422,1.534181,0.02011425
10217,ANOMALY,3.3215492,3.0149057,0.00666626
5278,ANOMALY,5.3299894,4.631161,0.21673839
6699,ANOMALY,3.5811408,2.3433917,0.8224264
5473,ANOMALY,3.0904267,2.3433917,0.8208165
11213,ANOMALY,3.4657843,2.3433917,0.77876157
12626,ANOMALY,2.6478376,1.8985442,0.019088592
11850,ANOMALY,3.6585495,2.3433917,0.74683243
4937,ANOMALY,3.1023912,1.8410299,0.026781918
10656,ANOMALY,3.0503807,1.7794969,0.040609267
5155,ANOMALY,3.274646,2.3433917,0.77973694
12024,ANOMALY,2.8810337,2.3433917,0.82691133
7497,ANOMALY,3.2941306,1.9226999,0.06202209
13811,ANOMALY,4.2797627,3.0149057,0.14488003
4614,ANOMALY,2.0883994,1.0545521,0.014989527
987,ANOMALY,2.2530954,1.4037734,0.021882689
10292,ANOMALY,3.6395168,3.1755314,0.12060372
5363,ANOMALY,4.5892024,4.0497737,0.0758826
12616,ANOMALY,3.4043837,2.3433917,0.8367149
7456,ANOMALY,3.4262028,2.1344988,0.10456464
8670,ANOMALY,3.3494914,2.7214367,0.009166042
8924,ANOMALY,2.972798,2.1344988,0.020767465
10461,ANOMALY,2.8333755,1.4037734,0.04054105
1936,ANOMALY,4.6641073,4.341384,0.101266585
3752,ANOMALY,3.1118948,2.4279678,0.034586918
7943,ANOMALY,4.290285,2.3433917,0.7135431
8731,ANOMALY,2.62745,1.5979764,0.011692744
3786,ANOMALY,5.2478213,4.341384,0.19275323
7644,ANOMALY,3.8216903,2.7214367,0.09648736
13692,ANOMALY,1.5849138,0.84741855,0.04388528
12416,ANOMALY,2.9285746,2.0298824,0.02483049
10355,ANOMALY,4.2178164,3.3083744,0.0937492
6230,ANOMALY,2.9715338,1.6326295,0.0350589
5913,ANOMALY,3.0985234,1.6326295,0.040665578
9736,ANOMALY,3.2732313,1.5039368,0.053109303
7291,ANOMALY,3.3604453,2.3433917,0.8545484
6736,ANOMALY,2.6470752,1.4702753,0.03579238
991,ANOMALY,2.8864112,1.8410299,0.03330354
8079,ANOMALY,3.6307774,2.3433917,0.74280584
3857,ANOMALY,3.3895977,2.4279678,0.09704358
4767,ANOMALY,2.890222,1.7488825,0.006305257
10830,ANOMALY,3.4854426,2.3433917,0.80889726
10645,ANOMALY,5.248394,4.8560677,0.18177079
9394,ANOMALY,2.1409533,1.3871284,0.04899686
7745,ANOMALY,3.7279186,2.3433917,0.7025207
1887,ANOMALY,6.050832,5.60859,0.24033546
1228,ANOMALY,3.0130782,2.4279678,0.0059816083
10565,ANOMALY,2.3572052,1.5475609,0.009075033
396,ANOMALY,3.105096,2.0683417,0.018820029
10266,ANOMALY,3.6810699,3.3083744,0.006566149
2170,ANOMALY,2.5205812,2.1344988,0.018443514
3620,ANOMALY,3.7012913,3.3083744,0.016217468
2692,ANOMALY,2.8509696,2.1344988,0.014944623
3934,ANOMALY,2.886865,2.0683417,0.041107837
3751,ANOMALY,4.2621627,2.7214367,0.123266935
5655,ANOMALY,3.4961743,2.0683417,0.105914205
11654,ANOMALY,2.9998887,2.3433917,0.77828306
11033,ANOMALY,2.9768825,1.7488825,0.028873648
6297,ANOMALY,3.4469376,2.1751223,0.01936535
11534,ANOMALY,2.9438725,2.3433917,0.79365367
13524,ANOMALY,3.0967417,1.7488825,0.047492452
4912,ANOMALY,2.2473233,1.4702753,0.026068203
692,ANOMALY,2.8493357,2.0479043,0.030435303
165,ANOMALY,2.6759062,1.4321377,0.036689952
11832,ANOMALY,3.2743926,2.3433917,0.870297
10755,ANOMALY,1.936916,1.5475609,0.0064016967
4659,ANOMALY,3.5764832,3.3083744,0.010385614
3621,ANOMALY,3.076957,2.0683417,0.0114941485
1767,ANOMALY,3.588645,3.0149057,0.008248637
7631,ANOMALY,6.437112,5.989769,0.025308905
2018,ANOMALY,2.2477612,1.5039368,0.030244619
7852,ANOMALY,3.4112887,2.0683417,0.0897338
10904,ANOMALY,5.0276117,4.516966,0.14201613
8834,ANOMALY,2.3775,1.254092,0.040544435
3265,ANOMALY,3.2570777,1.9137869,0.05554482
7225,ANOMALY,6.65698,5.989769,0.025153846
2759,ANOMALY,3.0772183,2.5057096,0.054916345
10257,ANOMALY,2.6704695,1.5016451,0.0038241227
12731,ANOMALY,3.0592077,2.3433917,0.8793143
4370,ANOMALY,7.120008,5.989769,1.0482337
14967,ANOMALY,2.5882466,1.3359019,0.04614819
8155,ANOMALY,2.0529094,1.3871284,0.046741955
2510,ANOMALY,3.517313,2.3433917,0.8181765
10095,ANOMALY,7.055863,5.989769,0.07218457
1902,ANOMALY,4.409432,3.9503236,0.13174865
1417,ANOMALY,3.3354948,2.0683417,0.0037014273
7326,ANOMALY,2.3772597,1.834469,0.033382103
3833,ANOMALY,2.8447485,1.456622,0.006856548
6989,ANOMALY,3.3336685,2.1344988,0.030997148
11364,ANOMALY,2.5887377,1.4321377,0.034396634
5372,ANOMALY,3.4012544,2.7214367,0.010393035
14086,ANOMALY,2.6935873,1.8410299,0.012879315
10302,ANOMALY,3.9779418,3.0149057,0.089175254
10336,ANOMALY,3.4357815,2.3433917,0.7650025
14084,ANOMALY,3.6426222,2.4279678,0.008395822
11179,ANOMALY,2.4112341,1.534181,0.0048912494
1930,ANOMALY,3.8697605,2.0950627,0.11265442
328,ANOMALY,5.6798935,5.1652894,0.28689578
7714,ANOMALY,3.5623317,2.5597987,0.13230541
4818,ANOMALY,3.6238022,3.0149057,0.005916071
14780,ANOMALY,3.2403207,2.7214367,0.013050275
13824,ANOMALY,2.581818,1.8710417,0.042856917
929,ANOMALY,2.8803887,1.7488825,0.014630513
13489,ANOMALY,3.9652004,2.7214367,0.06628229
9023,ANOMALY,2.3936257,1.4702753,0.036414426
5364,ANOMALY,3.514102,2.3433917,0.7676836
13534,ANOMALY,6.8556027,5.989769,0.036612697
7733,ANOMALY,3.6174073,3.0149057,0.0055836784
2230,ANOMALY,3.4018612,3.0149057,0.0039553177
160,ANOMALY,2.5891337,1.8410299,0.004590935
2983,ANOMALY,2.8812768,2.3433917,0.829326
5755,ANOMALY,4.2632422,3.9156942,0.107939065
3701,ANOMALY,3.2254968,2.4836533,0.040658366
12839,ANOMALY,2.9754648,1.7488825,0.009362855
1503,ANOMALY,2.622239,1.7488825,0.0062268446
8408,ANOMALY,3.3914866,2.4279678,0.1066821
227,ANOMALY,3.4304051,1.8194337,0.034668013
6294,ANOMALY,2.763019,2.1344988,0.0035026919
11547,ANOMALY,3.807646,3.3083744,0.0029690654
8293,ANOMALY,3.2525287,2.1360505,0.009355999
12633,ANOMALY,7.3377194,5.989769,0.26201835
5352,ANOMALY,2.5161884,1.562423,0.021706803
14539,ANOMALY,3.1852736,2.4279678,0.008904712
6780,ANOMALY,2.4690816,1.5039368,0.016330164
9710,ANOMALY,6.676243,6.0342803,0.36566484
1787,ANOMALY,5.761067,4.948367,0.31154037
9880,ANOMALY,2.622786,2.1344988,0.011290703
6946,ANOMALY,4.9588475,4.341384,0.1730824
4845,ANOMALY,3.628665,2.0570896,0.06724883
10973,ANOMALY,2.3024032,1.8410299,0.0063041947
4535,ANOMALY,2.3807662,1.5039368,0.008741463
8584,ANOMALY,3.4231648,2.3433917,0.74833715
7481,ANOMALY,4.254736,2.3433917,0.7721089
2312,ANOMALY,4.4973116,4.1126776,0.12067233
237,ANOMALY,3.0824795,1.7917411,0.01618932
13204,ANOMALY,2.022219,1.0936594,0.0144607
4387,ANOMALY,2.8592973,1.8193536,0.015676644
11852,ANOMALY,4.095012,3.8802683,0.078671366
2572,ANOMALY,3.6563916,2.4670525,0.05037786
9702,ANOMALY,2.367103,1.1126784,0.03684854
12197,ANOMALY,4.113881,3.3083744,0.11924121
3693,ANOMALY,3.8493314,3.510095,0.19469263
8080,ANOMALY,3.0313642,2.0123055,0.067981265
14298,ANOMALY,3.8733683,3.3083744,0.014143828
3293,ANOMALY,2.9204767,2.3433917,0.7803743
7666,ANOMALY,3.698394,2.3433917,0.71015203
13136,ANOMALY,3.05056,2.0663946,0.0153418295
1211,ANOMALY,4.047625,3.0149057,0.08196866
8763,ANOMALY,1.8119657,1.0545521,0.0041626655
11319,ANOMALY,2.0071056,1.5475609,0.006985887
13915,ANOMALY,2.9661937,2.7214367,0.020902706
925,ANOMALY,3.344557,3.0149057,0.008323845
14848,ANOMALY,3.2893097,2.3433917,0.6715457
3171,ANOMALY,3.3151917,2.0683417,0.014331106
12384,ANOMALY,4.5184455,3.44225,0.154141
4462,ANOMALY,2.8479834,2.1344988,0.004005461
1122,ANOMALY,2.3617501,1.4037734,0.035366103
10485,ANOMALY,5.9363103,5.7533336,0.26025477
11112,ANOMALY,3.6127048,2.0683417,0.029834317
11393,ANOMALY,3.7944665,3.3803127,0.22525798
12821,ANOMALY,3.538028,2.226056,0.076372616
8615,ANOMALY,1.7509019,1.1126784,0.049015593
14534,ANOMALY,3.6619813,2.3433917,0.6619496
11352,ANOMALY,3.421999,2.3433917,0.72243345
